1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME (Last; First),TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)"
4537,Texas,TX,4,H0TX04144,,Shane,Shepard,Shepard; Shane,,IND,,,,,4244,2.28%,,
4538,Texas,TX,4,n/a,,,,,District Votes:,,82787,,,,186286,,,
4539,Texas,TX,,n/a,,,,,,,,,,,,,,
4540,Texas,TX,5,H2TX05121,(I),Jeb,Hensarling,Hensarling; Jeb,,REP,49295,100.00%,,,106742,70.53%,,
4541,Texas,TX,5,n/a,,,,,Party Votes:,REP,49295,,,,,,,
4542,Texas,TX,5,H0TX05091,,Tom,Berry,Berry; Tom,,DEM,17262,100.00%,,,41649,27.52%,,
4543,Texas,TX,5,n/a,,,,,Party Votes:,DEM,17262,,,,,,,
4544,Texas,TX,5,H8TX05052,,Ken,Ashby,Ashby; Ken,,LIB,*,,,,2958,1.95%,,
4545,Texas,TX,5,n/a,,,,,District Votes:,,66557,,,,151349,,,
4546,Texas,TX,,n/a,,,,,,,,,,,,,,
4547,Texas,TX,6,H4TX06117,(I),Joe L. ,Barton,Barton; Joe L. ,,REP,46095,100.00%,,,107140,65.91%,,
4548,Texas,TX,6,n/a,,,,,Party Votes:,REP,46095,,,,,,,
4549,Texas,TX,6,H0TX06065,,David E.,Cozad,Cozad; David E.,,DEM,8743,100.00%,,,50717,31.20%,,
4550,Texas,TX,6,n/a,,,,,Party Votes:,DEM,8743,,,,,,,
4551,Texas,TX,6,H0TX06073,,Byron,Severns,Severns; Byron,,LIB,*,,,,4700,2.89%,,
4552,Texas,TX,6,n/a,,,,,District Votes:,,54838,,,,162557,,,
4553,Texas,TX,,n/a,,,,,,,,,,,,,,
4554,Texas,TX,7,H0TX07055,(I),John,Culberson,Culberson; John,,REP,43567,100.00%,,,143655,81.45%,,
4555,Texas,TX,7,n/a,,,,,Party Votes:,REP,43567,,,,,,,
4556,Texas,TX,7,H0TX07121,,Bob,Townsend,Townsend; Bob,,LIB,*,,,,31704,17.98%,,
4557,Texas,TX,7,H8TX07066,,Drew,Parks,Parks; Drew,,LIB,,,,,,,,
4558,Texas,TX,7,H0TX07147,,Lissa,Squiers,Squiers; Lissa,,W,,,,,1019,0.58%,,
4559,Texas,TX,7,n/a,,,,,District Votes:,,43567,,,,176378,,,
4560,Texas,TX,,n/a,,,,,,,,,,,,,,
4561,Texas,TX,8,H6TX08100,(I),Kevin,Brady,Brady; Kevin,,REP,52595,79.31%,,,161417,80.27%,,
4562,Texas,TX,8,H0TX08095,,Scott,Baker,Baker; Scott,,REP,8614,12.99%,,,,,,
4563,Texas,TX,8,H0TX08079,,Tyler,Russell,Russell; Tyler,,REP,3542,5.34%,,,,,,
4564,Texas,TX,8,H0TX08103,,Melecio,Franco,Franco; Melecio,,REP,1565,2.36%,,,,,,
4565,Texas,TX,8,n/a,,,,,Party Votes:,REP,66316,,,,,,,
4566,Texas,TX,8,H8TX08056,,Kent,Hargett,Hargett; Kent,,DEM,15030,100.00%,,,34694,17.25%,,
4567,Texas,TX,8,n/a,,,,,Party Votes:,DEM,15030,,,,,,,
4568,Texas,TX,8,H0TX08087,,Bruce,West,West; Bruce,,LIB,*,,,,4988,2.48%,,
4569,Texas,TX,8,n/a,,,,,District Votes:,,81346,,,,201099,,,
4570,Texas,TX,,n/a,,,,,,,,,,,,,,
4571,Texas,TX,9,H4TX09095,(I),Al,Green,Green; Al,,DEM,21465,100.00%,,,80107,75.74%,,
4572,Texas,TX,9,n/a,,,,,Party Votes:,DEM,21465,,,,,,,
4573,Texas,TX,9,H0TX09143,,Steve,Mueller,Mueller; Steve,,REP,4629,66.64%,,,24201,22.88%,,
4574,Texas,TX,9,H0TX09135,,Dave,Bannen,Bannen; Dave,,REP,2317,33.36%,,,,,,
4575,Texas,TX,9,n/a,,,,,Party Votes:,REP,6946,,,,,,,
4576,Texas,TX,9,H0TX09150,,Michael W.,Hope,Hope; Michael W.,,LIB,*,,,,1459,1.38%,,
4577,Texas,TX,9,n/a,,,,,District Votes:,,28411,,,,105767,,,
4578,Texas,TX,,n/a,,,,,,,,,,,,,,
4579,Texas,TX,10,H4TX10093,(I),Michael,McCaul,McCaul; Michael,,REP,46881,82.87%,,,144980,64.67%,,
4580,Texas,TX,10,H0TX10182,,Rick,Martin,Martin; Rick,,REP,5038,8.90%,,,,,,
4581,Texas,TX,10,H0TX10174,,Joe,Petronis,Petronis; Joe,,REP,4656,8.23%,,,,,,
4582,Texas,TX,10,n/a,,,,,Party Votes:,REP,56575,,,,,,,
4583,Texas,TX,10,H6TX10106,,Ted,Ankrum,Ankrum; Ted,,DEM,15373,100.00%,,,74086,33.05%,,
4584,Texas,TX,10,n/a,,,,,Party Votes:,DEM,15373,,,,,,,
4585,Texas,TX,10,H0TX10190,,"Jeremiah ""JP""",Perkins,"Perkins; Jeremiah ""JP""",,LIB,*,,,,5105,2.28%,,
4586,Texas,TX,10,n/a,,,,,District Votes:,,71948,,,,224171,,,
4587,Texas,TX,,n/a,,,,,,,,,,,,,,
4588,Texas,TX,11,H4TX19136,(I),Mike,Conaway,Conaway; Mike,,REP,55610,77.37%,,,125581,80.84%,,
4589,Texas,TX,11,H0TX11115,,Chris,Younts,Younts; Chris,,REP,9586,13.34%,,,,,,
4590,Texas,TX,11,H0TX11123,,Al,Cowan,Cowan; Al,,REP,6680,9.29%,,,,,,
4591,Texas,TX,11,n/a,,,,,Party Votes:,REP,71876,,,,,,,
4592,Texas,TX,11,H0TX11131,,James,Quillian,Quillian; James,,DEM,8378,100.00%,,,23989,15.44%,,
4593,Texas,TX,11,n/a,,,,,Party Votes:,DEM,8378,,,,,,,
4594,Texas,TX,11,H0TX11149,,James A.,Powell,Powell; James A.,,LIB,*,,,,4321,2.78%,,
4595,Texas,TX,11,H0TX11156,,Jim,Howe,Howe; Jim,,GRE,,,,,1449,0.93%,,
4596,Texas,TX,11,n/a,,,,,District Votes:,,80254,,,,155340,,,
4597,Texas,TX,,n/a,,,,,,,,,,,,,,
4598,Texas,TX,12,H6TX12060,(I),Kay ,Granger,Granger; Kay ,,REP,40325,69.97%,,,109882,71.86%,,
4599,Texas,TX,12,H0TX12188,,Mike,Brasovan,Brasovan; Mike,,REP,10943,18.99%,,,,,,
4600,Texas,TX,12,H0TX12204,,Matthew E.,Kelly,Kelly; Matthew E.,,REP,6361,11.04%,,,,,,
4601,Texas,TX,12,n/a,,,,,Party Votes:,REP,57629,,,,,,,
4602,Texas,TX,12,H8TX12058,,Tracey,Smith,Smith; Tracey,,DEM,6849,100.00%,,,38434,25.13%,,
4603,Texas,TX,12,n/a,,,,,Party Votes:,DEM,6849,,,,,,,
4604,Texas,TX,12,H0TX12212,,Matthew,Solodow,Solodow; Matthew,,LIB,*,,,,4601,3.01%,,
4605,Texas,TX,12,H0TX12220,,Robert,Harrison,Harrison; Robert,,LIB,,,,,,,,
4606,Texas,TX,12,n/a,,,,,District Votes:,,64478,,,,152917,,,
4607,Texas,TX,,n/a,,,,,,,,,,,,,,
4608,Texas,TX,13,H4TX13014,(I),Mac,Thornberry,Thornberry; Mac,,REP,59070,100.00%,,,113201,87.05%,,
4609,Texas,TX,13,n/a,,,,,Party Votes:,REP,59070,,,,,,,
4610,Texas,TX,13,H0TX13095,,Keith,Dyer,Dyer; Keith,,IND,,,,,11192,8.61%,,
4611,Texas,TX,13,H0TX13079,,John T. Jr.,Burwell,Burwell; John T.; Jr.,,LIB,*,,,,5650,4.34%,,
4612,Texas,TX,13,n/a,,,,,District Votes:,,59070,,,,130043,,,
4613,Texas,TX,,n/a,,,,,,,,,,,,,,
4614,Texas,TX,14,H6TX22101,(I),Ron,Paul,Paul; Ron,,REP,45990,80.77%,,,140623,75.99%,,
4615,Texas,TX,14,H0TX14143,,Tim,Graney,Graney; Tim,,REP,5499,9.66%,,,,,,
4616,Texas,TX,14,H0TX14119,,John,Gay,Gay; John,,REP,3004,5.28%,,,,,,
4617,Texas,TX,14,H0TX14135,,Gerald D.,Wall,Wall; Gerald D.,,REP,2448,4.30%,,,,,,
4618,Texas,TX,14,n/a,,,,,Party Votes:,REP,56941,,,,,,,
4619,Texas,TX,14,H0TX14168,,Robert,Pruett,Pruett; Robert,,DEM,6842,41.59%,1575,54.61%,44431,24.01%,,
4620,Texas,TX,14,H0TX14150,,Winston,Cochran,Cochran; Winston,,DEM,5112,31.07%,1309,45.39%,,,,
4621,Texas,TX,14,H0TX14127,,Jeff,Cherry,Cherry; Jeff,,DEM,4498,27.34%,,,,,,
4622,Texas,TX,14,n/a,,,,,Party Votes:,DEM,16452,,2884,,,,,
4623,Texas,TX,14,n/a,,,,,District Votes:,,73393,,2884,,185054,,,
4624,Texas,TX,,n/a,,,,,,,,,,,,,,
4625,Texas,TX,15,H6TX15055,(I),Rubén,Hinojosa,Hinojosa; Rubén,,DEM,37430,83.71%,,,53546,55.73%,,
4626,Texas,TX,15,H0TX15066,,"Doug ""La Perla""",Purl,"Purl; Doug ""La Perla""",,DEM,7282,16.29%,,,,,,
4627,Texas,TX,15,n/a,,,,,Party Votes:,DEM,44712,,,,,,,
4628,Texas,TX,15,H6TX15113,,Eddie,Zamora,Zamora; Eddie,,REP,4201,32.54%,1558,56.76%,39964,41.59%,,
4629,Texas,TX,15,H4TX15076,,Paul B.,Haring,Haring; Paul B.,,REP,5401,41.83%,1187,43.24%,,,,
4630,Texas,TX,15,H0TX15058,,Daniel,Garza,Garza; Daniel,,REP,3310,25.64%,,,,,,
4631,Texas,TX,15,n/a,,,,,Party Votes:,REP,12912,,2745,,,,,
4632,Texas,TX,15,H0TX15082,,Aaron I.,Cohn,Cohn; Aaron I.,,LIB,*,,,,2570,2.67%,,
4633,Texas,TX,15,H0TX15074,,Jenell,Redding,Redding; Jenell,,LIB,,,,,,,,
4634,Texas,TX,15,n/a,,,,,District Votes:,,57624,,2745,,96080,,,
4635,Texas,TX,,n/a,,,,,,,,,,,,,,
4636,Texas,TX,16,H6TX00115,(I),Silvestre,Reyes,Reyes; Silvestre,,DEM,26066,100.00%,,,49301,58.07%,,
4637,Texas,TX,16,n/a,,,,,Party Votes:,DEM,26066,,,,,,,
4638,Texas,TX,16,H0TX16064,,Tim,Besco,Besco; Tim,,REP,9817,100.00%,,,31051,36.58%,,
4639,Texas,TX,16,n/a,,,,,Party Votes:,REP,9817,,,,,,,
4640,Texas,TX,16,H0TX16072,,Bill,Collins,Collins; Bill,,LIB,*,,,,4319,5.09%,,
4641,Texas,TX,16,H0TX16080,,Tim,Collins,Collins; Tim,,W,,,,,221,0.26%,,
4642,Texas,TX,16,n/a,,,,,District Votes:,,35883,,,,84892,,,
4643,Texas,TX,,n/a,,,,,,,,,,,,,,
4644,Texas,TX,17,H0TX17104,,Bill,Flores,Flores; Bill,,REP,21479,33.04%,21913,65.13%,106696,61.80%,,
4645,Texas,TX,17,H8TX17107,,Rob,Curnock,Curnock; Rob,,REP,18679,28.74%,11730,34.87%,,,,
4646,Texas,TX,17,H4TX17072,,Dave,McIntyre,McIntyre; Dave,,REP,11870,18.26%,,,,,,
4647,Texas,TX,17,H0TX17062,,Chuck,Wilson,Wilson; Chuck,,REP,9853,15.16%,,,,,,
4648,Texas,TX,17,H0TX17070,,Timothy,Delasandro,Delasandro; Timothy,,REP,3119,4.80%,,,,,,
4649,Texas,TX,17,n/a,,,,,Party Votes:,REP,65000,,33643,,,,,
4650,Texas,TX,17,H8TX06035,(I),Chet,Edwards,Edwards; Chet,,DEM,11244,100.00%,,,63138,36.57%,,
4651,Texas,TX,17,n/a,,,,,Party Votes:,DEM,11244,,,,,,,
4652,Texas,TX,17,H0TX17112,,Richard B.,Kelly,Kelly; Richard B.,,LIB,*,,,,2808,1.63%,,
4653,Texas,TX,17,n/a,,,,,District Votes:,,76244,,33643,,172642,,,
4654,Texas,TX,,n/a,,,,,,,,,,,,,,
4655,Texas,TX,18,H4TX18054,(I),Sheila Jackson,Lee,Lee; Sheila Jackson,,DEM,21570,66.96%,,,85108,70.15%,,
4656,Texas,TX,18,H0TX18219,,Jarvis,Johnson,Johnson; Jarvis,,DEM,9133,28.35%,,,,,,
4657,Texas,TX,18,H0TX18227,,Sean,Roberts,Roberts; Sean,,DEM,1508,4.68%,,,,,,
4658,Texas,TX,18,n/a,,,,,Party Votes:,DEM,32211,,,,,,,
4659,Texas,TX,18,H8TX18139,,John ,Faulk,Faulk; John ,,REP,5188,56.82%,,,33067,27.26%,,
4660,Texas,TX,18,H0TX18201,,Brenda,Page,Page; Brenda,,REP,2743,30.04%,,,,,,
4661,Texas,TX,18,H0TX18193,,Tex,Christopher,Christopher; Tex,,REP,1199,13.13%,,,,,,
4662,Texas,TX,18,n/a,,,,,Party Votes:,REP,9130,,,,,,,
4663,Texas,TX,18,H8TX18154,,Mike,Taylor,Taylor; Mike,,LIB,*,,,,3118,2.57%,,
4664,Texas,TX,18,H0TX18235,,"Charles B. ""ChuckM""",Meyer,"Meyer; Charles B. ""ChuckM""",,W,,,,,28,0.02%,,
4665,Texas,TX,18,n/a,,,,,District Votes:,,41341,,,,121321,,,
4666,Texas,TX,,n/a,,,,,,,,,,,,,,
4667,Texas,TX,19,H4TX19102,(I),Randy,Neugebauer,Neugebauer; Randy,,REP,63780,100.00%,,,106059,77.78%,,
4668,Texas,TX,19,n/a,,,,,Party Votes:,REP,63780,,,,,,,
4669,Texas,TX,19,H0TX19043,,Andy,Wilson,Wilson; Andy,,DEM,8256,100.00%,,,25984,19.06%,,
4670,Texas,TX,19,n/a,,,,,Party Votes:,DEM,8256,,,,,,,
4671,Texas,TX,19,H4TX19235,,"Richard ""Chip""",Peterson,"Peterson; Richard ""Chip""",,LIB,*,,,,4315,3.16%,,
4672,Texas,TX,19,n/a,,,,,District Votes:,,72036,,,,136358,,,
4673,Texas,TX,,n/a,,,,,,,,,,,,,,
4674,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzales,Gonzales; Charles A.,,DEM,16935,100.00%,,,58645,63.62%,,
4675,Texas,TX,20,n/a,,,,,Party Votes:,DEM,16935,,,,,,,
4676,Texas,TX,20,H0TX20066,,Clayton,Trotter,Trotter; Clayton,,REP,3838,32.46%,2430,71.74%,31757,34.45%,,
4677,Texas,TX,20,H0TX20074,,"Joseph ""Jamie""",Martinez,"Martinez; Joseph ""Jamie""",,REP,3510,29.69%,957,28.26%,,,,
4678,Texas,TX,20,H0TX20082,,Charles A. Jr.,Shipp,Shipp; Charles A.; Jr.,,REP,2479,20.97%,,,,,,
4679,Texas,TX,20,H0TX20058,,Alan,Strack,Strack; Alan,,REP,1997,16.89%,,,,,,
4680,Texas,TX,20,n/a,,,,,Party Votes:,REP,11824,,3387,,,,,
4681,Texas,TX,20,H8TX28039,,"Michael ""Commander""",Idrogo,"Idrogo; Michael ""Commander""",,LIB,*,,,,1783,1.93%,,
4682,Texas,TX,20,n/a,,,,,District Votes:,,28759,,3387,,92185,,,
4683,Texas,TX,,n/a,,,,,,,,,,,,,,
4684,Texas,TX,21,H6TX21012,(I),Lamar,Smith,Smith; Lamar,,REP,61923,81.38%,,,162924,68.88%,,
4685,Texas,TX,21,H0TX21106,,Stephen,Schoppe,Schoppe; Stephen,,REP,14166,18.62%,,,,,,
4686,Texas,TX,21,n/a,,,,,Party Votes:,REP,76089,,,,,,,
4687,Texas,TX,21,H0TX21080,,Lainey,Melnick,Melnick; Lainey,,DEM,14773,100.00%,,,65927,27.87%,,
4688,Texas,TX,21,n/a,,,,,Party Votes:,DEM,14773,,,,,,,
4689,Texas,TX,21,H6TX21178,,James Arthur,Strohm,Strohm; James Arthur,,LIB,*,,,,7694,3.25%,,
4690,Texas,TX,21,n/a,,,,,District Votes:,,90862,,,,236545,,,
4691,Texas,TX,,n/a,,,,,,,,,,,,,,
4692,Texas,TX,22,H8TX22107,(I),Pete,Olson,Olson; Pete,,REP,43418,100.00%,,,140537,67.49%,,
4693,Texas,TX,22,n/a,,,,,Party Votes:,REP,43418,,,,,,,
4694,Texas,TX,22,H0TX22112,,Kesha,Rogers,Rogers; Kesha,,DEM,7467,52.29%,,,62082,29.82%,,
4695,Texas,TX,22,H0TX22104,,Doug,Blatt,Blatt; Doug,,DEM,3956,27.70%,,,,,,
4696,Texas,TX,22,H8TX22180,,Freddie John Jr.,Weider,Weider; Freddie John; Jr.,,DEM,2858,20.01%,,,,,,
4697,Texas,TX,22,n/a,,,,,Party Votes:,DEM,14281,,,,,,,
4698,Texas,TX,22,H0TX22138,,Steven,Susman,Susman; Steven,,LIB,*,,,,5538,2.66%,,
4699,Texas,TX,22,H0TX22120,,Dennis,Stout,Stout; Dennis,,LIB,,,,,,,,
4700,Texas,TX,22,H0TX22146,,Johnny,Williams,Williams; Johnny,,W,,,,,66,0.03%,,
4701,Texas,TX,22,n/a,,,,,District Votes:,,57699,,,,208223,,,
4702,Texas,TX,,n/a,,,,,,,,,,,,,,
4703,Texas,TX,23,H4TX28046,,"Francisco ""Quico""",Canseco,"Canseco; Francisco ""Quico""",,REP,9250,32.16%,7210,52.64%,74853,49.40%,,
4704,Texas,TX,23,H0TX23086,,Will,Hurd,Hurd; Will,,REP,9695,33.71%,6488,47.36%,,,,
4705,Texas,TX,23,H0TX23102,,Robert (Doc),Lowry,Lowry; Robert (Doc),,REP,6369,22.14%,,,,,,
4706,Texas,TX,23,H0TX23110,,Mike,Kueber,Kueber; Mike,,REP,1990,6.92%,,,,,,
4707,Texas,TX,23,H0TX23094,,"Joseph Mack ""Doc""",Gould,"Gould; Joseph Mack ""Doc""",,REP,1459,5.07%,,,,,,
4708,Texas,TX,23,n/a,,,,,Party Votes:,REP,28763,,13698,,,,,
4709,Texas,TX,23,H8TX28013,(I),Ciro D.,Rodriguez,Rodriguez; Ciro D.,,DEM,34104,83.38%,,,67348,44.44%,,
4710,Texas,TX,23,H0TX23078,,Miguel,Ortiz,Ortiz; Miguel,,DEM,6799,16.62%,,,,,,
4711,Texas,TX,23,n/a,,,,,Party Votes:,DEM,40903,,,,,,,
4712,Texas,TX,23,H6TX23174,,Craig T.,Stephens,Stephens; Craig T.,,IND,,,,,5432,3.58%,,
4713,Texas,TX,23,H0TX23128,,Martin,Nitschke,Nitschke; Martin,,LIB,*,,,,2482,1.64%,,
4714,Texas,TX,23,H0TX23136,,Jessie,Bouley,Bouley; Jessie,,LIB,,,,,,,,
4715,Texas,TX,23,H2TX23090,,Ed,Scharf,Scharf; Ed,,GRE,,,,,1419,0.94%,,
4716,Texas,TX,23,n/a,,,,,District Votes:,,69666,,13698,,151534,,,
4717,Texas,TX,,n/a,,,,,,,,,,,,,,
4718,Texas,TX,24,H4TX24094,(I),Kenny E.,Marchant,Marchant; Kenny E.,,REP,33283,84.09%,,,100078,81.57%,,
4719,Texas,TX,24,H0TX24118,,Frank,Roszell,Roszell; Frank,,REP,6298,15.91%,,,,,,
4720,Texas,TX,24,n/a,,,,,Party Votes:,REP,39581,,,,,,,
4721,Texas,TX,24,H0TX24126,,David,Sparks,Sparks; David,,LIB,*,,,,22609,18.43%,,
4722,Texas,TX,24,n/a,,,,,District Votes:,,39581,,,,122687,,,
4723,Texas,TX,,n/a,,,,,,,,,,,,,,
4724,Texas,TX,25,H4TX10028,(I),Lloyd,Doggett,Doggett; Lloyd,,DEM,29949,100.00%,,,99967,52.82%,,
4725,Texas,TX,25,n/a,,,,,Party Votes:,DEM,29949,,,,,,,
4726,Texas,TX,25,H0TX25073,,Donna,Campbell,Campbell; Donna,,REP,23955,69.44%,,,84849,44.84%,,
4727,Texas,TX,25,H8TX25084,,George,Morovich,Morovich; George,,REP,10541,30.56%,,,,,,
4728,Texas,TX,25,n/a,,,,,Party Votes:,REP,34496,,,,,,,
4729,Texas,TX,25,H8TX25100,,Jim,Stutsman,Stutsman; Jim,,LIB,*,,,,4431,2.34%,,
4730,Texas,TX,25,H0TX25107,,Cory W.,Bruner,Bruner; Cory W.,,LIB,,,,,,,,
4731,Texas,TX,25,n/a,,,,,District Votes:,,64445,,,,189247,,,
4732,Texas,TX,,n/a,,,,,,,,,,,,,,
4733,Texas,TX,26,H2TX26093,(I),Michael C.,Burgess,Burgess; Michael C.,,REP,44047,85.81%,,,120984,67.05%,,
4734,Texas,TX,26,H0TX26097,,James,Herford,Herford; James,,REP,7284,14.19%,,,,,,
4735,Texas,TX,26,n/a,,,,,Party Votes:,REP,51331,,,,,,,
4736,Texas,TX,26,H0TX26071,,Neil L.,Durrance,Durrance; Neil L.,,DEM,7450,100.00%,,,55385,30.70%,,
4737,Texas,TX,26,n/a,,,,,Party Votes:,DEM,7450,,,,,,,
4738,Texas,TX,26,H0TX26105,,Mark,Boler,Boler; Mark,,LIB,*,,,,4062,2.25%,,
4739,Texas,TX,26,n/a,,,,,District Votes:,,58781,,,,180431,,,
4740,Texas,TX,,n/a,,,,,,,,,,,,,,
4741,Texas,TX,27,H0TX27061,,R. Blake,Farenthold,Farenthold; R. Blake,,REP,5921,30.13%,4742,51.33%,51001,47.84%,,
4742,Texas,TX,27,H0TX27038,,James,Duerr,Duerr; James,,REP,6368,32.40%,4496,48.67%,,,,
4743,Texas,TX,27,H4TX27030,,William Willie ,Vaden,Vaden; William Willie ,,REP,4268,21.72%,,,,,,
4744,Texas,TX,27,H0TX27053,,Jessica,Puente-Bradshaw,Puente-Bradshaw; Jessica,,REP,3097,15.76%,,,,,,
4745,Texas,TX,27,n/a,,,,,Party Votes:,REP,19654,,9238,,,,,
4746,Texas,TX,27,H2TX27026,(I),Solomon P.,Ortiz,Ortiz; Solomon P.,,DEM,21948,100.00%,,,50226,47.12%,,
4747,Texas,TX,27,n/a,,,,,Party Votes:,DEM,21948,,,,,,,
4748,Texas,TX,27,H0TX27046,,Ed,Mishou,Mishou; Ed,,LIB,*,,,,5372,5.04%,,
4749,Texas,TX,27,n/a,,,,,District Votes:,,41602,,9238,,106599,,,
4750,Texas,TX,,n/a,,,,,,,,,,,,,,
4751,Texas,TX,28,H2TX23082,(I),Henry,Cuellar,Cuellar; Henry,,DEM,48634,100.00%,,,62773,56.35%,,
4752,Texas,TX,28,n/a,,,,,Party Votes:,DEM,48634,,,,,,,
4753,Texas,TX,28,H0TX28044,,Bryan,Underwood,Underwood; Bryan,,REP,13629,73.99%,,,46740,41.96%,,
4754,Texas,TX,28,H0TX28036,,Daniel,Chavez,Chavez; Daniel,,REP,4792,26.01%,,,,,,
4755,Texas,TX,28,n/a,,,,,Party Votes:,REP,18421,,,,,,,
4756,Texas,TX,28,H0TX28051,,Stephen,Kaat,Kaat; Stephen,,LIB,*,,,,1889,1.70%,,
4757,Texas,TX,28,H8TX28203,,Ross Lynn,Leone,Leone; Ross Lynn,,LIB,,,,,,,,
4758,Texas,TX,28,n/a,,,,,District Votes:,,67055,,,,111402,,,
4759,Texas,TX,,n/a,,,,,,,,,,,,,,
4760,Texas,TX,29,H2TX29030,(I),Gene,Green,Green; Gene,,DEM,9567,100.00%,,,43257,64.61%,,
4761,Texas,TX,29,n/a,,,,,Party Votes:,DEM,9567,,,,,,,
4762,Texas,TX,29,H0TX29075,,Roy,Morales,Morales; Roy,,REP,4137,58.36%,,,22825,34.09%,,
4763,Texas,TX,29,H6TX29049,,Eric,Story,Story; Eric,,REP,1514,21.36%,,,,,,
4764,Texas,TX,29,H0TX29083,,Tom,Stevens,Stevens; Tom,,REP,657,9.27%,,,,,,
4765,Texas,TX,29,H0TX29091,,George A.,Young,Young; George A.,,REP,474,6.69%,,,,,,
4766,Texas,TX,29,H0TX29067,,"Frank ""Mazz""",Mazzapica,"Mazzapica; Frank ""Mazz""",,REP,307,4.33%,,,,,,
4767,Texas,TX,29,n/a,,,,,Party Votes:,REP,7089,,,,,,,
4768,Texas,TX,29,H0TX29109,,Brad,Walters,Walters; Brad,,LIB,*,,,,866,1.29%,,
4769,Texas,TX,29,n/a,,,,,District Votes:,,16656,,,,66948,,,
4770,Texas,TX,,n/a,,,,,,,,,,,,,,
4771,Texas,TX,30,H2TX00015,(I),Eddie Bernice,Johnson,Johnson; Eddie Bernice,,DEM,23725,100.00%,,,86322,75.74%,,
4772,Texas,TX,30,n/a,,,,,Party Votes:,DEM,23725,,,,,,,
4773,Texas,TX,30,H0TX30040,,Stephen E.,Broden,Broden; Stephen E.,,REP,3681,49.52%,2126,67.51%,24668,21.64%,,
4774,Texas,TX,30,H0TX30057,,Sheldon,Goldstein,Goldstein; Sheldon,,REP,2809,37.79%,1023,32.49%,,,,
4775,Texas,TX,30,H0TX30032,,Charles,Lingerfelt,Lingerfelt; Charles,,REP,944,12.70%,,,,,,
4776,Texas,TX,30,n/a,,,,,Party Votes:,REP,7434,,3149,,,,,
4777,Texas,TX,30,H0TX30065,,J.B.,Oswalt,Oswalt; J.B.,,LIB,*,,,,2988,2.62%,,
4778,Texas,TX,30,n/a,,,,,District Votes:,,31159,,3149,,113978,,,
4779,Texas,TX,,n/a,,,,,,,,,,,,,,
4780,Texas,TX,31,H2TX31044,(I),John R. ,Carter,Carter; John R. ,,REP,52321,89.85%,,,126384,82.54%,,
4781,Texas,TX,31,H0TX31014,,Raymond,Yamka,Yamka; Raymond,,REP,5910,10.15%,,,,,,
4782,Texas,TX,31,n/a,,,,,Party Votes:,REP,58231,,,,,,,
4783,Texas,TX,31,H0TX31022,,Bill,Oliver,Oliver; Bill,,LIB,*,,,,26735,17.46%,,
4784,Texas,TX,31,n/a,,,,,District Votes:,,58231,,,,153119,,,
4785,Texas,TX,,n/a,,,,,,,,,,,,,,
4786,Texas,TX,32,H2TX03126,(I),Pete,Sessions,Sessions; Pete,,REP,30509,83.71%,,,79433,62.61%,,
4787,Texas,TX,32,H0TX32020,,David,Smith,Smith; David,,REP,5937,16.29%,,,,,,
4788,Texas,TX,32,n/a,,,,,Party Votes:,REP,36446,,,,,,,
4789,Texas,TX,32,H0TX32012,,Grier,Raggio,Raggio; Grier,,DEM,7461,100.00%,,,44258,34.88%,,
4790,Texas,TX,32,n/a,,,,,Party Votes:,DEM,7461,,,,,,,
4791,Texas,TX,32,H0TX32038,,John Jay,Myers,Myers; John Jay,,LIB,*,,,,3178,2.50%,,
4792,Texas,TX,32,n/a,,,,,District Votes:,,43907,,,,126869,,,
4793,Texas,TX,H,n/a,,,,,Total State Votes:,,1798310,,68744,,4745613,,,
4794,,,,n/a,,,,,,,,,,,,,,
4795,Utah,UT,1,H2UT01094,(I),Rob,Bishop,Bishop; Rob,,REP,*,,,,135247,69.19%,,
4796,Utah,UT,1,H0UT01098,,Mike,Ridgway,Ridgway; Mike,,REP,,,,,,,,
4797,Utah,UT,1,H8UT01083,,Morgan E.,Bowen,Bowen; Morgan E.,,DEM,*,,,,46765,23.93%,,
4798,Utah,UT,1,H8UT01091,,Kirk D.,Pearson,Pearson; Kirk D.,,CON,*,,,,9143,4.68%,,
4799,Utah,UT,1,H0UT01106,,Jared Paul,Stratton,Stratton; Jared Paul,,LIB,*,,,,4307,2.20%,,
4800,Utah,UT,1,n/a,,,,,District Votes:,,,,,,195462,,,
4801,Utah,UT,,n/a,,,,,,,,,,,,,,
4802,Utah,UT,2,H0UT02096,(I),Jim,Matheson,Matheson; Jim,,DEM,23067,67.26%,,,127151,50.49%,,
4803,Utah,UT,2,H0UT02187,,Claudia,Wright,Wright; Claudia,,DEM,11227,32.74%,,,,,,
4804,Utah,UT,2,n/a,,,,,Party Votes:,DEM,34294,,,,,,,
4805,Utah,UT,2,H0UT02203,,Morgan,Philpot,Philpot; Morgan,,REP,*,,,,116001,46.06%,,
