CD_Name,Year,Lookup,PVI
MA04o,2008,MA04o_2008,-14.2676586
MA05o,2008,MA05o_2008,-7.969098571
MA06o,2008,MA06o_2008,-7.371283687
MA07o,2008,MA07o_2008,-15.28288703
MA08o,2008,MA08o_2008,-32.11875843
MA09o,2008,MA09o_2008,-10.90663722
MA10o,2008,MA10o_2008,-4.846031162
MD01o,2008,MD01o_2008,12.43906469
MD02o,2008,MD02o_2008,-6.653445406
MD03o,2008,MD03o_2008,-6.145831193
MD04o,2008,MD04o_2008,-31.10865742
MD05o,2008,MD05o_2008,-10.71435911
MD06o,2008,MD06o_2008,13.65112312
MD07o,2008,MD07o_2008,-25.55310187
MD08o,2008,MD08o_2008,-21.00764732
ME01o,2008,ME01o_2008,-7.668673832
ME02o,2008,ME02o_2008,-3.377261836
MI01o,2008,MI01o_2008,2.483610432
MI02o,2008,MI02o_2008,7.275180959
MI03o,2008,MI03o_2008,6.036909924
MI04o,2008,MI04o_2008,3.498838858
MI05o,2008,MI05o_2008,-10.59447033
MI06o,2008,MI06o_2008,0.709524394
MI07o,2008,MI07o_2008,1.975996219
MI08o,2008,MI08o_2008,1.719625404
MI09o,2008,MI09o_2008,-1.549244197
MI10o,2008,MI10o_2008,5.254978939
MI11o,2008,MI11o_2008,0.460806055
MI12o,2008,MI12o_2008,-12.42178874
MI13o,2008,MI13o_2008,-31.7854251
MI14o,2008,MI14o_2008,-33.2854251
MI15o,2008,MI15o_2008,-13.10703314
MN01o,2008,MN01o_2008,1.214574899
MN02o,2008,MN02o_2008,4.006453071
MN03o,2008,MN03o_2008,0.453153579
MN04o,2008,MN04o_2008,-12.74481596
MN05o,2008,MN05o_2008,-22.38948601
MN06o,2008,MN06o_2008,7.052138351
MN07o,2008,MN07o_2008,5.060728745
MN08o,2008,MN08o_2008,-2.5925317
MO01o,2008,MO01o_2008,-26.67487234
MO02o,2008,MO02o_2008,9.003519622
MO03o,2008,MO03o_2008,-7.57939495
MO04o,2008,MO04o_2008,14.34588803
MO05o,2008,MO05o_2008,-10.90663722
MO06o,2008,MO06o_2008,7.275180959
MO07o,2008,MO07o_2008,17.20442261
MO08o,2008,MO08o_2008,14.85093854
MO09o,2008,MO09o_2008,8.50100706
MS01o,2008,MS01o_2008,13.52613269
MS02o,2008,MS02o_2008,-11.59949545
MS03o,2008,MS03o_2008,15.03367038
MS04o,2008,MS04o_2008,19.55628344
MT01o,2008,MT01o_2008,6.884677992
NC01o,2008,NC01o_2008,-8.886435202
NC02o,2008,NC02o_2008,1.968343743
NC03o,2008,NC03o_2008,16.0386955
NC04o,2008,NC04o_2008,-8.381384697
NC05o,2008,NC05o_2008,15.35598904
NC06o,2008,NC06o_2008,17.88124157
NC07o,2008,NC07o_2008,5.485931683
NC08o,2008,NC08o_2008,1.968343743
NC09o,2008,NC09o_2008,10.51105731
NC10o,2008,NC10o_2008,16.54120806
NC11o,2008,NC11o_2008,5.988444246
NC12o,2008,NC12o_2008,-15.61959596
NC13o,2008,NC13o_2008,-4.846031162
ND01o,2008,ND01o_2008,10.09782363
NE01o,2008,NE01o_2008,10.60543784
NE02o,2008,NE02o_2008,6.544524137
NE03o,2008,NE03o_2008,23.94184763
NH01o,2008,NH01o_2008,0.460806055
NH02o,2008,NH02o_2008,-3.330879647
NJ01o,2008,NJ01o_2008,-12.10200802
NJ02o,2008,NJ02o_2008,-0.805627121
NJ03o,2008,NJ03o_2008,0.460806055
NJ04o,2008,NJ04o_2008,5.485931683
NJ05o,2008,NJ05o_2008,6.993469371
NJ06o,2008,NJ06o_2008,-7.57939495
NJ07o,2008,NJ07o_2008,1.968343743
NJ08o,2008,NJ08o_2008,-10.09195776
NJ09o,2008,NJ09o_2008,-9.086932639
NJ10o,2008,NJ10o_2008,-33.2854251
NJ11o,2008,NJ11o_2008,7.495981934
NJ12o,2008,NJ12o_2008,-5.066832136
NJ13o,2008,NJ13o_2008,-21.14723415
NM01o,2008,NM01o_2008,-4.564319574
NM02o,2008,NM02o_2008,5.760029444
NM03o,2008,NM03o_2008,-6.866233182
NV01o,2008,NV01o_2008,-10.2067449
NV02o,2008,NV02o_2008,5.296207552
NV03o,2008,NV03o_2008,-1.577303274
NY01o,2008,NY01o_2008,0.204473889
NY02o,2008,NY02o_2008,-4.11537434
NY03o,2008,NY03o_2008,3.739827424
NY04o,2008,NY04o_2008,-5.856132172
NY05o,2008,NY05o_2008,-12.42178874
NY06o,2008,NY06o_2008,-35.72009847
NY07o,2008,NY07o_2008,-26.05815237
NY08o,2008,NY08o_2008,-22.15225927
NY09o,2008,NY09o_2008,-4.564319574
NY10o,2008,NY10o_2008,-37.73014872
NY11o,2008,NY11o_2008,-37.73014872
NY12o,2008,NY12o_2008,-32.62380894
NY13o,2008,NY13o_2008,4.214574899
NY14o,2008,NY14o_2008,-25.55310187
NY15o,2008,NY15o_2008,-41.20966753
NY16o,2008,NY16o_2008,-41.24773666
NY17o,2008,NY17o_2008,-18.2854251
NY18o,2008,NY18o_2008,-8.785425101
NY19o,2008,NY19o_2008,2.729726414
NY20o,2008,NY20o_2008,2.470856306
NY21o,2008,NY21o_2008,-6.438486326
NY22o,2008,NY22o_2008,-6.145831193
NY23o,2008,NY23o_2008,0.960767792
NY24o,2008,NY24o_2008,1.968343743
NY25o,2008,NY25o_2008,-2.5925317
NY26o,2008,NY26o_2008,5.806411633
NY27o,2008,NY27o_2008,-3.377261836
NY28o,2008,NY28o_2008,-15.45209177
NY29o,2008,NY29o_2008,5.529295711
OH01o,2008,OH01o_2008,-1.046731634
OH02o,2008,OH02o_2008,13.02362012
OH03o,2008,OH03o_2008,4.244877929
OH04o,2008,OH04o_2008,14.66635155
OH05o,2008,OH05o_2008,8.790332475
OH06o,2008,OH06o_2008,2.224675909
OH07o,2008,OH07o_2008,6.993469371
OH08o,2008,OH08o_2008,14.15873734
OH09o,2008,OH09o_2008,-9.391485707
OH10o,2008,OH10o_2008,-8.176288045
OH11o,2008,OH11o_2008,-32.62380894
OH12o,2008,OH12o_2008,-0.041706508
OH13o,2008,OH13o_2008,-5.569344699
OH14o,2008,OH14o_2008,2.729726414
OH15o,2008,OH15o_2008,-1.046731634
OH16o,2008,OH16o_2008,3.739827424
OH17o,2008,OH17o_2008,-11.91673823
OH18o,2008,OH18o_2008,6.544524137
OK01o,2008,OK01o_2008,15.7145749
OK02o,2008,OK02o_2008,13.7145749
OK03o,2008,OK03o_2008,23.7145749
OK04o,2008,OK04o_2008,17.7145749
OK05o,2008,OK05o_2008,12.7145749
OR01o,2008,OR01o_2008,-7.969098571
OR02o,2008,OR02o_2008,9.888044287
OR03o,2008,OR03o_2008,-18.83618652
OR04o,2008,OR04o_2008,-1.605937922
OR05o,2008,OR05o_2008,-1.336445509
PA01o,2008,PA01o_2008,-35.21758591
PA02o,2008,PA02o_2008,-37.73014872
PA03o,2008,PA03o_2008,2.729726414
PA04o,2008,PA04o_2008,6.265079949
PA05o,2008,PA05o_2008,9.506032185
PA06o,2008,PA06o_2008,-4.061807011
PA07o,2008,PA07o_2008,-3.559294448
PA08o,2008,PA08o_2008,-1.815728132
PA09o,2008,PA09o_2008,16.87114056
PA10o,2008,PA10o_2008,8.50100706
PA11o,2008,PA11o_2008,-4.061807011
PA12o,2008,PA12o_2008,0.963318617
PA13o,2008,PA13o_2008,-6.574369825
PA14o,2008,PA14o_2008,-18.9874453
PA15o,2008,PA15o_2008,-2.05175676
PA16o,2008,PA16o_2008,7.780231464
PA17o,2008,PA17o_2008,5.988444246
PA18o,2008,PA18o_2008,5.988444246
PA19o,2008,PA19o_2008,11.51608244
RI01o,2008,RI01o_2008,-13.58134347
RI02o,2008,RI02o_2008,-8.989506734
SC01o,2008,SC01o_2008,10.51105731
SC02o,2008,SC02o_2008,8.790332475
SC03o,2008,SC03o_2008,16.54120806
SC04o,2008,SC04o_2008,14.66635155
SC05o,2008,SC05o_2008,6.770130454
SC06o,2008,SC06o_2008,-11.59949545
SD01o,2008,SD01o_2008,8.867636123
TN01o,2008,TN01o_2008,20.9115446
TN02o,2008,TN02o_2008,16.18919419
TN03o,2008,TN03o_2008,13.33578702
TN04o,2008,TN04o_2008,13.14350891
TN05o,2008,TN05o_2008,-3.056781885
TN06o,2008,TN06o_2008,12.52110756
TN07o,2008,TN07o_2008,17.37619106
TN08o,2008,TN08o_2008,5.988444246
TN09o,2008,TN09o_2008,-22.65477183
TX01o,2008,TX01o_2008,20.2145749
TX02o,2008,TX02o_2008,12.7145749
TX03o,2008,TX03o_2008,13.52613269
TX04o,2008,TX04o_2008,21.06382113
TX05o,2008,TX05o_2008,16.54120806
TX06o,2008,TX06o_2008,14.2145749
TX07o,2008,TX07o_2008,12.52110756
TX08o,2008,TX08o_2008,24.2145749
TX09o,2008,TX09o_2008,-22.2854251
TX10o,2008,TX10o_2008,10.00854475
TX11o,2008,TX11o_2008,28.2145749
TX12o,2008,TX12o_2008,16.54120806
TX13o,2008,TX13o_2008,28.7145749
TX14o,2008,TX14o_2008,18.04874575
TX15o,2008,TX15o_2008,-3.285425101
TX16o,2008,TX16o_2008,-9.979454952
TX17o,2008,TX17o_2008,20.058796
TX18o,2008,TX18o_2008,-23.65979696
TX19o,2008,TX19o_2008,26.08894676
TX20o,2008,TX20o_2008,-8.081907513
TX21o,2008,TX21o_2008,13.52613269
TX22o,2008,TX22o_2008,12.52110756
TX23o,2008,TX23o_2008,3.978393994
TX24o,2008,TX24o_2008,11.51608244
TX25o,2008,TX25o_2008,-5.569344699
TX26o,2008,TX26o_2008,13.02362012
TX27o,2008,TX27o_2008,1.968343743
TX28o,2008,TX28o_2008,0.214574899
TX29o,2008,TX29o_2008,-7.785425101
TX30o,2008,TX30o_2008,-27.2854251
TX31o,2008,TX31o_2008,13.7145749
TX32o,2008,TX32o_2008,7.998494497
UT01o,2008,UT01o_2008,21.47098516
UT02o,2008,UT02o_2008,14.94514485
UT03o,2008,UT03o_2008,25.82597386
VA01o,2008,VA01o_2008,7.275180959
VA02o,2008,VA02o_2008,4.714574899
VA03o,2008,VA03o_2008,-20.14220902
VA04o,2008,VA04o_2008,4.480906557
VA05o,2008,VA05o_2008,5.254978939
VA06o,2008,VA06o_2008,11.8206355
VA07o,2008,VA07o_2008,8.790332475
VA08o,2008,VA08o_2008,-15.95714227
VA09o,2008,VA09o_2008,11.315585
VA10o,2008,VA10o_2008,2.224675909
VA11o,2008,VA11o_2008,-2.320778637
VT01o,2008,VT01o_2008,-13.25243018
WA01o,2008,WA01o_2008,-8.989506734
WA02o,2008,WA02o_2008,-3.377261836
WA03o,2008,WA03o_2008,0.194166736
WA04o,2008,WA04o_2008,12.94926878
WA05o,2008,WA05o_2008,6.826819797
WA06o,2008,WA06o_2008,-4.907874081
WA07o,2008,WA07o_2008,-31.52654185
WA08o,2008,WA08o_2008,-3.330879647
WA09o,2008,WA09o_2008,-5.351081667
WI01o,2008,WI01o_2008,2.470856306
WI02o,2008,WI02o_2008,-14.94704126
WI03o,2008,WI03o_2008,-3.835930152
WI04o,2008,WI04o_2008,-21.64974671
WI05o,2008,WI05o_2008,12.32568601
WI06o,2008,WI06o_2008,4.244877929
WI07o,2008,WI07o_2008,-2.320778637
WI08o,2008,WI08o_2008,1.719625404
WV01o,2008,WV01o_2008,9.003519622
WV02o,2008,WV02o_2008,7.780231464
WV03o,2008,WV03o_2008,6.544524137
WY01o,2008,WY01o_2008,19.58192184
AK01o,2010,AK01o_2010,13.070245
AL01o,2010,AL01o_2010,14.02864525
AL02o,2010,AL02o_2010,16.54120806
AL03o,2010,AL03o_2010,8.790332475
AL04o,2010,AL04o_2010,25.45699914
AL05o,2010,AL05o_2010,12.32568601
AL06o,2010,AL06o_2010,28.60150957
AL07o,2010,AL07o_2010,-17.47229379
AR01o,2010,AR01o_2010,7.84722796
AR02o,2010,AR02o_2010,4.514067285
AR03o,2010,AR03o_2010,15.50028918
AR04o,2010,AR04o_2010,6.826819797
AZ01o,2010,AZ01o_2010,5.760029444
AZ02o,2010,AZ02o_2010,12.83073651
AZ03o,2010,AZ03o_2010,9.29538298
AZ04o,2010,AZ04o_2010,-13.10703314
AZ05o,2010,AZ05o_2010,4.749928434
AZ06o,2010,AZ06o_2010,14.34588803
AZ07o,2010,AZ07o_2010,-6.071857262
AZ08o,2010,AZ08o_2010,4.514067285
CA01o,2010,CA01o_2010,-13.07113939
CA02o,2010,CA02o_2010,10.60543784
CA03o,2010,CA03o_2010,5.529295711
CA04o,2010,CA04o_2010,9.888044287
CA05o,2010,CA05o_2010,-15.28288703
CA06o,2010,CA06o_2010,-23.27522102
CA07o,2010,CA07o_2010,-18.9874453
CA08o,2010,CA08o_2010,-35.52011898
CA09o,2010,CA09o_2010,-37.1102982
CA10o,2010,CA10o_2010,-11.72958754
CA11o,2010,CA11o_2010,0.960767792
CA12o,2010,CA12o_2010,-22.89710023
CA13o,2010,CA13o_2010,-22.38948601
CA14o,2010,CA14o_2010,-20.72420061
CA15o,2010,CA15o_2010,-15.28288703
CA16o,2010,CA16o_2010,-15.95714227
CA17o,2010,CA17o_2010,-18.83618652
CA18o,2010,CA18o_2010,-3.607760127
CA19o,2010,CA19o_2010,8.57498099
CA20o,2010,CA20o_2010,-4.846031162
CA21o,2010,CA21o_2010,12.6358947
CA22o,2010,CA22o_2010,16.18919419
CA23o,2010,CA23o_2010,-12.05073122
CA24o,2010,CA24o_2010,3.739827424
CA25o,2010,CA25o_2010,5.806411633
CA26o,2010,CA26o_2010,2.991224645
CA27o,2010,CA27o_2010,-12.56093531
CA28o,2010,CA28o_2010,-23.40471444
CA29o,2010,CA29o_2010,-14.60175163
CA30o,2010,CA30o_2010,-17.8209581
CA31o,2010,CA31o_2010,-28.48085657
CA32o,2010,CA32o_2010,-14.77527282
CA33o,2010,CA33o_2010,-34.64401096
CA34o,2010,CA34o_2010,-21.8818718
CA35o,2010,CA35o_2010,-31.52654185
CA36o,2010,CA36o_2010,-11.22197332
CA37o,2010,CA37o_2010,-26.56320288
CA38o,2010,CA38o_2010,-17.8209581
CA39o,2010,CA39o_2010,-12.05073122
CA40o,2010,CA40o_2010,7.559752564
CA41o,2010,CA41o_2010,10.09782363
CA42o,2010,CA42o_2010,9.590209417
CA43o,2010,CA43o_2010,-12.74481596
CA44o,2010,CA44o_2010,5.760029444
CA45o,2010,CA45o_2010,3.234776919
CA46o,2010,CA46o_2010,5.529295711
CA47o,2010,CA47o_2010,-4.11537434
CA48o,2010,CA48o_2010,5.806411633
CA49o,2010,CA49o_2010,10.09782363
CA50o,2010,CA50o_2010,2.991224645
CA51o,2010,CA51o_2010,-7.668673832
CA52o,2010,CA52o_2010,9.082595203
CA53o,2010,CA53o_2010,-14.2676586
CO01o,2010,CO01o_2010,-20.86664338
CO02o,2010,CO02o_2010,-10.71435911
CO03o,2010,CO03o_2010,4.78600347
CO04o,2010,CO04o_2010,5.760029444
CO05o,2010,CO05o_2010,14.34588803
CO06o,2010,CO06o_2010,8.285281969
CO07o,2010,CO07o_2010,-4.340980657
CT01o,2010,CT01o_2010,-12.42178874
CT02o,2010,CT02o_2010,-6.145831193
CT03o,2010,CT03o_2010,-9.191516472
CT04o,2010,CT04o_2010,-5.351081667
CT05o,2010,CT05o_2010,-2.356853673
DE01o,2010,DE01o_2010,-6.866233182
FL01o,2010,FL01o_2010,21.06382113
FL02o,2010,FL02o_2010,5.485931683
FL03o,2010,FL03o_2010,-18.13215877
FL04o,2010,FL04o_2010,16.54120806
FL05o,2010,FL05o_2010,8.790332475
FL06o,2010,FL06o_2010,10.00854475
FL07o,2010,FL07o_2010,6.490956808
FL08o,2010,FL08o_2010,2.214574899
FL09o,2010,FL09o_2010,5.988444246
FL10o,2010,FL10o_2010,0.709524394
FL11o,2010,FL11o_2010,-11.41168773
FL12o,2010,FL12o_2010,5.485931683
FL13o,2010,FL13o_2010,5.485931683
FL14o,2010,FL14o_2010,11.01356987
FL15o,2010,FL15o_2010,5.485931683
FL16o,2010,FL16o_2010,4.480906557
FL17o,2010,FL17o_2010,-34.21256078
FL18o,2010,FL18o_2010,2.714574899
FL19o,2010,FL19o_2010,-14.61457083
FL20o,2010,FL20o_2010,-12.60452058
FL21o,2010,FL21o_2010,5.214574899
FL22o,2010,FL22o_2010,-0.785425101
FL23o,2010,FL23o_2010,-28.2854251
FL24o,2010,FL24o_2010,4.214574899
FL25o,2010,FL25o_2010,4.480906557
GA01o,2010,GA01o_2010,16.0386955
GA02o,2010,GA02o_2010,-0.785425101
GA03o,2010,GA03o_2010,18.89134258
GA04o,2010,GA04o_2010,-24.16230952
GA05o,2010,GA05o_2010,-25.66984721
GA06o,2010,GA06o_2010,17.88124157
GA07o,2010,GA07o_2010,16.54120806
GA08o,2010,GA08o_2010,10.00854475
GA09o,2010,GA09o_2010,27.59648445
GA10o,2010,GA10o_2010,14.53115781
GA11o,2010,GA11o_2010,20.058796
GA12o,2010,GA12o_2010,-0.805627121
GA13o,2010,GA13o_2010,-14.61457083
HI01o,2010,HI01o_2010,-10.90663722
HI02o,2010,HI02o_2010,-13.93694025
IA01o,2010,IA01o_2010,-4.846031162
IA02o,2010,IA02o_2010,-7.161059619
IA03o,2010,IA03o_2010,-1.310677626
IA04o,2010,IA04o_2010,-0.054460634
IA05o,2010,IA05o_2010,9.082595203
ID01o,2010,ID01o_2010,17.71203683
ID02o,2010,ID02o_2010,17.54110551
IL01o,2010,IL01o_2010,-33.7854251
IL02o,2010,IL02o_2010,-35.7854251
IL03o,2010,IL03o_2010,-10.59447033
IL04o,2010,IL04o_2010,-31.61370793
IL05o,2010,IL05o_2010,-19.1371839
IL06o,2010,IL06o_2010,-0.544219071
IL07o,2010,IL07o_2010,-34.2854251
IL08o,2010,IL08o_2010,0.963318617
IL09o,2010,IL09o_2010,-19.49249581
IL10o,2010,IL10o_2010,-6.071857262
IL11o,2010,IL11o_2010,0.960767792
IL12o,2010,IL12o_2010,-2.320778637
IL13o,2010,IL13o_2010,1.46583118
IL14o,2010,IL14o_2010,1.214574899
IL15o,2010,IL15o_2010,6.265079949
IL16o,2010,IL16o_2010,1.975996219
IL17o,2010,IL17o_2010,-3.100145913
IL18o,2010,IL18o_2010,5.760029444
IL19o,2010,IL19o_2010,9.29538298
IN01o,2010,IN01o_2010,-7.876334192
IN02o,2010,IN02o_2010,2.224675909
IN03o,2010,IN03o_2010,13.84083753
IN04o,2010,IN04o_2010,14.34588803
IN05o,2010,IN05o_2010,16.87114056
IN06o,2010,IN06o_2010,10.30548399
IN07o,2010,IN07o_2010,-13.6095457
IN08o,2010,IN08o_2010,8.285281969
IN09o,2010,IN09o_2010,6.265079949
KS01o,2010,KS01o_2010,22.78817896
KS02o,2010,KS02o_2010,9.377840205
KS03o,2010,KS03o_2010,3.234776919
KS04o,2010,KS04o_2010,13.45947286
KY01o,2010,KY01o_2010,14.34588803
KY02o,2010,KY02o_2010,14.85093854
KY03o,2010,KY03o_2010,-2.554269322
KY04o,2010,KY04o_2010,13.65112312
KY05o,2010,KY05o_2010,15.86103955
KY06o,2010,KY06o_2010,8.57498099
LA01o,2010,LA01o_2010,23.94184763
LA02o,2010,LA02o_2010,-24.03795035
LA03o,2010,LA03o_2010,11.62066627
LA04o,2010,LA04o_2010,10.81053449
LA05o,2010,LA05o_2010,13.84083753
LA06o,2010,LA06o_2010,10.09782363
LA07o,2010,LA07o_2010,13.65112312
MA01o,2010,MA01o_2010,-13.58134347
MA02o,2010,MA02o_2010,-8.683902259
MA03o,2010,MA03o_2010,-8.683902259
MA04o,2010,MA04o_2010,-14.2676586
MA05o,2010,MA05o_2010,-7.969098571
MA06o,2010,MA06o_2010,-7.371283687
MA07o,2010,MA07o_2010,-15.28288703
MA08o,2010,MA08o_2010,-32.11875843
MA09o,2010,MA09o_2010,-10.90663722
MA10o,2010,MA10o_2010,-4.846031162
MD01o,2010,MD01o_2010,12.43906469
MD02o,2010,MD02o_2010,-6.653445406
MD03o,2010,MD03o_2010,-6.145831193
MD04o,2010,MD04o_2010,-31.10865742
MD05o,2010,MD05o_2010,-10.71435911
MD06o,2010,MD06o_2010,13.65112312
MD07o,2010,MD07o_2010,-25.55310187
MD08o,2010,MD08o_2010,-21.00764732
ME01o,2010,ME01o_2010,-7.668673832
ME02o,2010,ME02o_2010,-3.377261836
MI01o,2010,MI01o_2010,2.483610432
MI02o,2010,MI02o_2010,7.275180959
MI03o,2010,MI03o_2010,6.036909924
MI04o,2010,MI04o_2010,3.498838858
MI05o,2010,MI05o_2010,-10.59447033
MI06o,2010,MI06o_2010,0.709524394
MI07o,2010,MI07o_2010,1.975996219
MI08o,2010,MI08o_2010,1.719625404
MI09o,2010,MI09o_2010,-1.549244197
MI10o,2010,MI10o_2010,5.254978939
MI11o,2010,MI11o_2010,0.460806055
MI12o,2010,MI12o_2010,-12.42178874
MI13o,2010,MI13o_2010,-31.7854251
MI14o,2010,MI14o_2010,-33.2854251
MI15o,2010,MI15o_2010,-13.10703314
MN01o,2010,MN01o_2010,1.214574899
MN02o,2010,MN02o_2010,4.006453071
MN03o,2010,MN03o_2010,0.453153579
MN04o,2010,MN04o_2010,-12.74481596
MN05o,2010,MN05o_2010,-22.38948601
MN06o,2010,MN06o_2010,7.052138351
MN07o,2010,MN07o_2010,5.060728745
MN08o,2010,MN08o_2010,-2.5925317
MO01o,2010,MO01o_2010,-26.67487234
MO02o,2010,MO02o_2010,9.003519622
MO03o,2010,MO03o_2010,-7.57939495
MO04o,2010,MO04o_2010,14.34588803
MO05o,2010,MO05o_2010,-10.90663722
MO06o,2010,MO06o_2010,7.275180959
MO07o,2010,MO07o_2010,17.20442261
MO08o,2010,MO08o_2010,14.85093854
MO09o,2010,MO09o_2010,8.50100706
MS01o,2010,MS01o_2010,13.52613269
MS02o,2010,MS02o_2010,-11.59949545
MS03o,2010,MS03o_2010,15.03367038
MS04o,2010,MS04o_2010,19.55628344
MT01o,2010,MT01o_2010,6.884677992
NC01o,2010,NC01o_2010,-8.886435202
NC02o,2010,NC02o_2010,1.968343743
NC03o,2010,NC03o_2010,16.0386955
NC04o,2010,NC04o_2010,-8.381384697
NC05o,2010,NC05o_2010,15.35598904
NC06o,2010,NC06o_2010,17.88124157
NC07o,2010,NC07o_2010,5.485931683
NC08o,2010,NC08o_2010,1.968343743
NC09o,2010,NC09o_2010,10.51105731
NC10o,2010,NC10o_2010,16.54120806
NC11o,2010,NC11o_2010,5.988444246
NC12o,2010,NC12o_2010,-15.61959596
NC13o,2010,NC13o_2010,-4.846031162
ND01o,2010,ND01o_2010,10.09782363
NE01o,2010,NE01o_2010,10.60543784
NE02o,2010,NE02o_2010,6.544524137
NE03o,2010,NE03o_2010,23.94184763
NH01o,2010,NH01o_2010,0.460806055
NH02o,2010,NH02o_2010,-3.330879647
NJ01o,2010,NJ01o_2010,-12.10200802
NJ02o,2010,NJ02o_2010,-0.805627121
NJ03o,2010,NJ03o_2010,0.460806055
NJ04o,2010,NJ04o_2010,5.485931683
NJ05o,2010,NJ05o_2010,6.993469371
NJ06o,2010,NJ06o_2010,-7.57939495
NJ07o,2010,NJ07o_2010,1.968343743
NJ08o,2010,NJ08o_2010,-10.09195776
NJ09o,2010,NJ09o_2010,-9.086932639
NJ10o,2010,NJ10o_2010,-33.2854251
NJ11o,2010,NJ11o_2010,7.495981934
NJ12o,2010,NJ12o_2010,-5.066832136
NJ13o,2010,NJ13o_2010,-21.14723415
NM01o,2010,NM01o_2010,-4.564319574
NM02o,2010,NM02o_2010,5.760029444
NM03o,2010,NM03o_2010,-6.866233182
NV01o,2010,NV01o_2010,-10.2067449
NV02o,2010,NV02o_2010,5.296207552
NV03o,2010,NV03o_2010,-1.577303274
NY01o,2010,NY01o_2010,0.204473889
NY02o,2010,NY02o_2010,-4.11537434
NY03o,2010,NY03o_2010,3.739827424
NY04o,2010,NY04o_2010,-5.856132172
NY05o,2010,NY05o_2010,-12.42178874
NY06o,2010,NY06o_2010,-35.72009847
NY07o,2010,NY07o_2010,-26.05815237
NY08o,2010,NY08o_2010,-22.15225927
NY09o,2010,NY09o_2010,-4.564319574
NY10o,2010,NY10o_2010,-37.73014872
NY11o,2010,NY11o_2010,-37.73014872
NY12o,2010,NY12o_2010,-32.62380894
NY13o,2010,NY13o_2010,4.214574899
NY14o,2010,NY14o_2010,-25.55310187
NY15o,2010,NY15o_2010,-41.20966753
NY16o,2010,NY16o_2010,-41.24773666
NY17o,2010,NY17o_2010,-18.2854251
NY18o,2010,NY18o_2010,-8.785425101
NY19o,2010,NY19o_2010,2.729726414
NY20o,2010,NY20o_2010,2.470856306
NY21o,2010,NY21o_2010,-6.438486326
NY22o,2010,NY22o_2010,-6.145831193
NY23o,2010,NY23o_2010,0.960767792
NY24o,2010,NY24o_2010,1.968343743
NY25o,2010,NY25o_2010,-2.5925317
NY26o,2010,NY26o_2010,5.806411633
NY27o,2010,NY27o_2010,-3.377261836
NY28o,2010,NY28o_2010,-15.45209177
NY29o,2010,NY29o_2010,5.529295711
OH01o,2010,OH01o_2010,-1.046731634
OH02o,2010,OH02o_2010,13.02362012
OH03o,2010,OH03o_2010,4.244877929
OH04o,2010,OH04o_2010,14.66635155
OH05o,2010,OH05o_2010,8.790332475
OH06o,2010,OH06o_2010,2.224675909
OH07o,2010,OH07o_2010,6.993469371
OH08o,2010,OH08o_2010,14.15873734
OH09o,2010,OH09o_2010,-9.391485707
OH10o,2010,OH10o_2010,-8.176288045
OH11o,2010,OH11o_2010,-32.62380894
OH12o,2010,OH12o_2010,-0.041706508
OH13o,2010,OH13o_2010,-5.569344699
OH14o,2010,OH14o_2010,2.729726414
OH15o,2010,OH15o_2010,-1.046731634
OH16o,2010,OH16o_2010,3.739827424
OH17o,2010,OH17o_2010,-11.91673823
OH18o,2010,OH18o_2010,6.544524137
OK01o,2010,OK01o_2010,15.7145749
OK02o,2010,OK02o_2010,13.7145749
OK03o,2010,OK03o_2010,23.7145749
OK04o,2010,OK04o_2010,17.7145749
OK05o,2010,OK05o_2010,12.7145749
OR01o,2010,OR01o_2010,-7.969098571
OR02o,2010,OR02o_2010,9.888044287
OR03o,2010,OR03o_2010,-18.83618652
OR04o,2010,OR04o_2010,-1.605937922
OR05o,2010,OR05o_2010,-1.336445509
PA01o,2010,PA01o_2010,-35.21758591
PA02o,2010,PA02o_2010,-37.73014872
PA03o,2010,PA03o_2010,2.729726414
PA04o,2010,PA04o_2010,6.265079949
PA05o,2010,PA05o_2010,9.506032185
PA06o,2010,PA06o_2010,-4.061807011
PA07o,2010,PA07o_2010,-3.559294448
PA08o,2010,PA08o_2010,-1.815728132
PA09o,2010,PA09o_2010,16.87114056
PA10o,2010,PA10o_2010,8.50100706
PA11o,2010,PA11o_2010,-4.061807011
PA12o,2010,PA12o_2010,0.963318617
PA13o,2010,PA13o_2010,-6.574369825
PA14o,2010,PA14o_2010,-18.9874453
PA15o,2010,PA15o_2010,-2.05175676
PA16o,2010,PA16o_2010,7.780231464
PA17o,2010,PA17o_2010,5.988444246
PA18o,2010,PA18o_2010,5.988444246
PA19o,2010,PA19o_2010,11.51608244
RI01o,2010,RI01o_2010,-13.58134347
RI02o,2010,RI02o_2010,-8.989506734
SC01o,2010,SC01o_2010,10.51105731
SC02o,2010,SC02o_2010,8.790332475
SC03o,2010,SC03o_2010,16.54120806
SC04o,2010,SC04o_2010,14.66635155
SC05o,2010,SC05o_2010,6.770130454
SC06o,2010,SC06o_2010,-11.59949545
SD01o,2010,SD01o_2010,8.867636123
TN01o,2010,TN01o_2010,20.9115446
TN02o,2010,TN02o_2010,16.18919419
TN03o,2010,TN03o_2010,13.33578702
TN04o,2010,TN04o_2010,13.14350891
TN05o,2010,TN05o_2010,-3.056781885
TN06o,2010,TN06o_2010,12.52110756
TN07o,2010,TN07o_2010,17.37619106
