GEO.id,GEO.id2,GEO.display-label,,,,,HC01_EST_VC01,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC06,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC13,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC20,HC01_EST_VC21,HC01_EST_VC22,HC01_EST_VC24,HC01_EST_VC29,HC01_EST_VC30,HC01_EST_VC33,HC01_EST_VC34,HC01_EST_VC35,HC01_EST_VC36,HC01_EST_VC39,HC01_EST_VC40,HC01_EST_VC41,HC01_EST_VC42,HC01_EST_VC43,HC01_EST_VC46,HC01_EST_VC47,HC01_EST_VC48,HC01_EST_VC49,HC01_EST_VC50,HC01_EST_VC51,HC01_EST_VC64,HC01_EST_VC67,HC01_EST_VC68,HC01_EST_VC69,HC01_EST_VC70
Id,Id2,Geography,borough,County,State,Congressional District,TotalPop,Pop1to4,Pop5to17,Pop18to24,Pop25to35,Pop35to45,Pop45to55,Pop55to65,Pop65to75,Pop75Over,MedianAge,Male,Female,RaceBase,White,Black,Asian,Hispanic,WhiteNoHispanic,Native,ForeignBorn,Naturalized,ForeignBornNotCitizen,MaritalBase,NeverMarried,Married,Divorced,Widowed,EducationBase,LessThanHS,HSGrad,SomeCollORAssoc,Bachelors,GradProf,MedianIncome,PovertyBase,PovertyBelow100Prct,Poverty100to149,Poverty150UP
0600000US4203140272,4203140272,"Knox borough, Clarion County, Pennsylvania",Knox borough, Clarion County, Pennsylvania,15,1109,70,143,121,129,86,162,190,118,90,45.5,496,613,1104,1094,2,8,13,1081,1098,11,8,3,917,182,514,137,84,775,67,325,199,113,71,26090,1109,122,73,914
0600000US4203140288,4203140288,"Knox township, Clarion County, Pennsylvania",Knox township, Clarion County, Pennsylvania,15,1078,68,137,52,161,154,162,167,111,66,43.5,522,556,1043,1038,1,1,0,1038,1073,5,4,1,905,209,545,76,75,821,40,429,206,109,37,30668,1066,54,49,963
0600000US4203143192,4203143192,"Licking township, Clarion County, Pennsylvania",Licking township, Clarion County, Pennsylvania,15,649,62,145,42,101,59,86,58,58,38,32.8,336,313,647,642,5,0,1,641,645,4,1,3,477,92,327,40,18,400,65,161,101,56,17,25208,649,65,120,464
0600000US4203143344,4203143344,"Limestone township, Clarion County, Pennsylvania",Limestone township, Clarion County, Pennsylvania,15,1733,60,274,89,198,242,317,267,162,124,45.2,904,829,1715,1708,2,0,5,1708,1731,2,2,0,1471,341,907,127,96,1310,151,545,313,204,97,29556,1727,133,151,1443
0600000US4203146464,4203146464,"Madison township, Clarion County, Pennsylvania",Madison township, Clarion County, Pennsylvania,15,1162,32,151,98,95,97,201,216,158,114,51.6,579,583,1162,1162,0,0,0,1162,1157,5,5,0,1033,255,527,146,105,881,145,508,145,56,27,19375,1162,210,170,782
0600000US4203149536,4203149536,"Millcreek township, Clarion County, Pennsylvania",Millcreek township, Clarion County, Pennsylvania,15,485,33,68,35,48,53,89,72,50,37,46,245,240,482,480,2,0,3,480,485,0,0,0,399,70,269,50,10,349,33,171,76,42,27,26667,481,46,19,416
0600000US4203150464,4203150464,"Monroe township, Clarion County, Pennsylvania",Monroe township, Clarion County, Pennsylvania,15,1452,59,218,138,158,147,264,210,129,129,45.1,692,760,1452,1389,45,9,28,1370,1430,22,18,4,1212,331,715,77,89,1037,88,436,267,126,120,24958,1370,254,70,1046
0600000US4203153248,4203153248,"New Bethlehem borough, Clarion County, Pennsylvania",New Bethlehem borough, Clarion County, Pennsylvania,15,985,50,138,85,87,113,83,141,116,172,47.4,478,507,983,983,0,0,12,971,982,3,0,3,837,207,409,91,130,712,107,283,169,100,53,22702,985,149,122,714
0600000US4203157536,4203157536,"Paint township, Clarion County, Pennsylvania",Paint township, Clarion County, Pennsylvania,15,1605,42,223,130,140,229,216,246,177,202,45.9,815,790,1554,1480,32,26,15,1480,1590,15,14,1,1391,362,723,191,115,1210,93,490,231,214,182,23357,1432,161,105,1166
0600000US4203159456,4203159456,"Perry township, Clarion County, Pennsylvania",Perry township, Clarion County, Pennsylvania,15,884,33,131,47,93,115,169,128,106,62,45.9,456,428,882,878,0,0,0,878,884,0,0,0,759,158,448,71,82,673,59,400,148,40,26,27344,884,82,64,738
0600000US4203160648,4203160648,"Piney township, Clarion County, Pennsylvania",Piney township, Clarion County, Pennsylvania,15,375,8,45,38,19,32,59,55,44,75,51.6,188,187,373,353,7,5,4,349,367,8,8,0,344,101,142,29,72,284,45,144,50,28,17,16176,281,25,46,210
0600000US4203162144,4203162144,"Porter township, Clarion County, Pennsylvania",Porter township, Clarion County, Pennsylvania,15,1134,36,153,71,120,116,193,181,164,100,49.5,542,592,1130,1127,3,0,0,1127,1131,3,0,3,978,199,630,83,66,874,117,469,146,86,56,23531,1134,104,66,964
0600000US4203163728,4203163728,"Redbank township, Clarion County, Pennsylvania",Redbank township, Clarion County, Pennsylvania,15,1361,85,174,109,195,154,198,208,146,92,43.2,683,678,1341,1339,2,0,8,1339,1361,0,0,0,1137,234,656,169,78,993,207,519,142,75,50,21890,1361,197,125,1039
0600000US4203164552,4203164552,"Richland township, Clarion County, Pennsylvania",Richland township, Clarion County, Pennsylvania,15,390,6,41,44,24,35,65,79,46,50,52.1,198,192,381,381,0,0,0,381,386,4,4,0,359,68,221,43,27,299,34,144,81,36,4,22841,390,50,17,323
0600000US4203164904,4203164904,"Rimersburg borough, Clarion County, Pennsylvania",Rimersburg borough, Clarion County, Pennsylvania,15,856,65,110,59,81,107,148,103,104,79,46,432,424,852,851,0,0,7,845,856,0,0,0,711,188,317,125,81,622,86,360,109,37,30,18772,853,169,142,542
0600000US4203167384,4203167384,"St. Petersburg borough, Clarion County, Pennsylvania",St. Petersburg borough, Clarion County, Pennsylvania,15,306,8,52,12,49,27,52,39,37,30,45.5,154,152,306,306,0,0,0,306,306,0,0,0,261,63,138,48,12,234,46,112,58,14,4,22596,306,29,40,237
0600000US4203167432,4203167432,"Salem township, Clarion County, Pennsylvania",Salem township, Clarion County, Pennsylvania,15,760,22,150,51,128,70,82,143,70,44,39,371,389,739,739,0,0,18,721,757,3,3,0,622,124,409,51,38,537,45,246,128,89,29,27386,760,30,108,622
0600000US4203170368,4203170368,"Shippenville borough, Clarion County, Pennsylvania",Shippenville borough, Clarion County, Pennsylvania,15,568,32,111,8,60,109,99,85,34,30,41.5,280,288,568,566,2,0,11,555,563,5,5,0,435,91,244,72,28,417,25,189,122,55,26,28438,563,41,68,454
0600000US4203171176,4203171176,"Sligo borough, Clarion County, Pennsylvania",Sligo borough, Clarion County, Pennsylvania,15,599,21,101,30,89,91,87,81,63,36,37.8,292,307,595,593,0,0,1,592,593,6,0,6,489,131,242,67,49,447,28,251,102,61,5,21012,599,111,78,410
0600000US4203174728,4203174728,"Strattanville borough, Clarion County, Pennsylvania",Strattanville borough, Clarion County, Pennsylvania,15,709,16,145,61,55,83,137,121,50,41,43.9,346,363,707,660,13,0,33,627,701,8,2,6,595,181,301,84,29,487,52,294,79,45,17,16995,706,152,45,509
0600000US4203176928,4203176928,"Toby township, Clarion County, Pennsylvania",Toby township, Clarion County, Pennsylvania,15,939,42,151,122,63,123,143,160,95,40,43,457,482,916,913,2,0,0,913,938,1,0,1,791,214,416,112,49,624,73,318,151,63,19,20923,935,99,61,775
0600000US4203181208,4203181208,"Washington township, Clarion County, Pennsylvania",Washington township, Clarion County, Pennsylvania,15,2092,129,463,216,160,252,274,248,217,133,36,1053,1039,2077,2077,0,0,0,2077,2088,4,0,4,1609,467,929,115,98,1284,207,673,255,98,51,23568,2081,494,209,1378
0600000US4203304888,4203304888,"Beccaria township, Clearfield County, Pennsylvania",Beccaria township, Clearfield County, Pennsylvania,15,1911,92,306,151,180,207,336,276,227,136,45.5,958,953,1891,1882,3,2,17,1869,1878,33,17,16,1587,402,850,195,140,1362,153,719,327,113,50,22399,1849,175,120,1554
0600000US4203305192,4203305192,"Bell township, Clearfield County, Pennsylvania",Bell township, Clearfield County, Pennsylvania,15,716,6,127,42,73,113,120,130,50,55,44.8,373,343,716,708,0,6,0,708,707,9,9,0,635,179,361,51,44,541,72,320,92,42,15,24531,709,132,51,526
0600000US4203306288,4203306288,"Bigler township, Clearfield County, Pennsylvania",Bigler township, Clearfield County, Pennsylvania,15,1128,66,173,93,154,105,151,175,118,93,44.1,581,547,1128,1108,11,9,0,1108,1128,0,0,0,925,208,535,108,74,796,106,443,199,27,21,22075,1117,242,123,752
0600000US4203307008,4203307008,"Bloom township, Clearfield County, Pennsylvania",Bloom township, Clearfield County, Pennsylvania,15,371,19,39,24,37,35,77,50,53,37,49.8,188,183,371,369,0,0,2,369,370,1,1,0,320,56,203,25,36,289,23,169,62,29,6,26103,371,47,34,290
0600000US4203307432,4203307432,"Boggs township, Clearfield County, Pennsylvania",Boggs township, Clearfield County, Pennsylvania,15,1580,46,192,77,106,165,371,351,143,129,50.2,774,806,1580,1568,0,12,0,1568,1557,23,8,15,1401,291,854,144,112,1265,217,649,253,109,37,25262,1578,162,141,1275
0600000US4203308032,4203308032,"Bradford township, Clearfield County, Pennsylvania",Bradford township, Clearfield County, Pennsylvania,15,2965,114,467,314,366,322,402,415,390,175,42.4,1688,1277,2952,2943,0,9,43,2900,2956,9,9,0,2474,590,1242,432,210,2070,267,1154,461,147,41,22872,2965,525,322,2118
0600000US4203308120,4203308120,"Brady township, Clearfield County, Pennsylvania",Brady township, Clearfield County, Pennsylvania,15,2357,114,581,196,178,295,348,288,209,148,38.8,1133,1224,2329,2329,0,0,70,2284,2328,29,21,8,1842,476,1072,214,80,1466,231,766,281,150,38,20241,2357,665,183,1509
0600000US4203308744,4203308744,"Brisbin borough, Clearfield County, Pennsylvania",Brisbin borough, Clearfield County, Pennsylvania,15,299,1,46,19,26,39,53,31,36,48,45.9,143,156,293,291,0,1,14,277,299,0,0,0,262,52,156,35,19,233,27,114,63,27,2,22188,298,29,20,249
0600000US4203310280,4203310280,"Burnside borough, Clearfield County, Pennsylvania",Burnside borough, Clearfield County, Pennsylvania,15,198,6,21,7,11,36,36,35,17,29,51.3,112,86,198,198,0,0,19,179,191,7,5,2,176,46,97,19,14,164,19,108,32,3,2,17500,198,22,12,164
0600000US4203310288,4203310288,"Burnside township, Clearfield County, Pennsylvania",Burnside township, Clearfield County, Pennsylvania,15,1122,79,189,68,85,140,191,188,138,44,45,546,576,1116,1116,0,0,5,1111,1119,3,0,3,904,200,583,74,47,786,82,494,123,48,39,20230,1112,239,55,818
0600000US4203313200,4203313200,"Chest township, Clearfield County, Pennsylvania",Chest township, Clearfield County, Pennsylvania,15,487,11,51,48,41,42,106,85,53,50,50.4,228,259,474,473,0,0,0,473,487,0,0,0,437,104,243,54,36,377,54,225,74,22,2,18261,487,96,62,329
0600000US4203313240,4203313240,"Chester Hill borough, Clearfield County, Pennsylvania",Chester Hill borough, Clearfield County, Pennsylvania,15,872,69,135,99,87,125,87,143,68,59,40,431,441,852,846,0,6,19,827,862,10,6,4,689,215,355,65,54,569,59,271,139,67,33,22900,863,190,71,602
0600000US4203314064,4203314064,"Clearfield borough, Clearfield County, Pennsylvania",Clearfield borough, Clearfield County, Pennsylvania,15,5998,318,801,475,764,743,801,1001,506,589,43.8,2873,3125,5942,5897,19,11,43,5854,5948,50,10,40,5071,1547,2184,876,464,4404,580,1732,1263,562,267,21728,5988,829,718,4441
0600000US4203314656,4203314656,"Coalport borough, Clearfield County, Pennsylvania",Coalport borough, Clearfield County, Pennsylvania,15,461,9,71,46,17,93,53,78,51,43,44.5,243,218,456,443,5,0,11,443,459,2,0,2,400,134,215,30,21,335,25,183,107,12,8,18274,461,106,76,279
0600000US4203316040,4203316040,"Cooper township, Clearfield County, Pennsylvania",Cooper township, Clearfield County, Pennsylvania,15,2660,140,511,173,257,322,372,335,377,173,42.6,1362,1298,2621,2616,0,5,69,2547,2639,21,16,5,2106,474,1183,263,186,1836,297,1034,309,175,21,26195,2660,405,370,1885
0600000US4203316656,4203316656,"Covington township, Clearfield County, Pennsylvania",Covington township, Clearfield County, Pennsylvania,15,493,9,64,47,44,65,73,108,41,42,46.2,245,248,486,485,0,0,7,478,491,2,2,0,437,133,212,61,31,373,27,221,82,24,19,27375,493,42,19,432
0600000US4203317840,4203317840,"Curwensville borough, Clearfield County, Pennsylvania",Curwensville borough, Clearfield County, Pennsylvania,15,2462,97,333,186,263,306,430,283,324,240,46.5,1186,1276,2462,2422,7,0,14,2408,2436,26,26,0,2085,548,972,420,145,1846,164,888,483,221,90,18137,2318,459,280,1579
0600000US4203318456,4203318456,"Decatur township, Clearfield County, Pennsylvania",Decatur township, Clearfield County, Pennsylvania,15,4730,116,452,229,647,1169,859,615,339,304,43,3096,1634,4453,3758,538,91,992,3048,3111,1619,76,1543,4244,1234,2029,696,285,3933,880,2025,726,266,36,21114,3019,462,305,2252
0600000US4203320136,4203320136,"DuBois city, Clearfield County, Pennsylvania",DuBois city, Clearfield County, Pennsylvania,15,7558,333,1219,529,1176,930,873,1115,696,687,40,3838,3720,7467,7379,38,35,242,7185,7490,68,61,7,6342,1907,2931,1019,485,5477,425,2549,1498,697,308,21468,7495,1485,802,5208
0600000US4203325136,4203325136,"Falls Creek borough, Clearfield County, Pennsylvania",Falls Creek borough, Clearfield County, Pennsylvania,15,31,0,0,7,0,0,5,10,6,3,61.8,14,17,31,31,0,0,0,31,31,0,0,0,31,7,15,5,4,24,3,14,4,3,0,23750,31,3,14,14
0600000US4203325632,4203325632,"Ferguson township, Clearfield County, Pennsylvania",Ferguson township, Clearfield County, Pennsylvania,15,534,24,69,48,52,68,71,58,103,41,47,282,252,531,523,0,0,8,523,530,4,3,1,467,110,290,38,29,393,45,196,115,30,7,17500,534,54,47,433
0600000US4203329224,4203329224,"Girard township, Clearfield County, Pennsylvania",Girard township, Clearfield County, Pennsylvania,15,586,30,81,69,56,77,84,104,71,14,44.1,308,278,571,571,0,0,15,571,583,3,3,0,505,122,304,59,20,406,71,256,54,15,10,19740,586,95,64,427
0600000US4203329632,4203329632,"Glen Hope borough, Clearfield County, Pennsylvania",Glen Hope borough, Clearfield County, Pennsylvania,15,154,2,16,4,8,13,40,46,12,13,54.3,76,78,154,154,0,0,0,154,154,0,0,0,137,29,82,14,12,132,23,61,30,16,2,25156,154,20,3,131
0600000US4203330152,4203330152,"Goshen township, Clearfield County, Pennsylvania",Goshen township, Clearfield County, Pennsylvania,15,433,16,70,23,57,66,87,49,36,29,42.9,218,215,425,416,9,0,15,405,416,17,7,10,357,65,232,38,22,324,37,180,83,13,11,26250,429,108,26,295
0600000US4203330272,4203330272,"Graham township, Clearfield County, Pennsylvania",Graham township, Clearfield County, Pennsylvania,15,1288,58,194,80,105,169,170,236,200,76,46.6,600,688,1284,1273,0,11,6,1267,1280,8,8,0,1088,244,637,137,70,956,99,546,186,93,32,23621,1279,161,156,962
0600000US4203330280,4203330280,"Grampian borough, Clearfield County, Pennsylvania",Grampian borough, Clearfield County, Pennsylvania,15,422,21,119,20,74,52,59,20,32,25,32.9,205,217,401,387,9,2,17,370,401,21,9,12,306,80,173,24,29,262,28,147,53,22,12,23864,422,23,65,334
0600000US4203331376,4203331376,"Greenwood township, Clearfield County, Pennsylvania",Greenwood township, Clearfield County, Pennsylvania,15,361,22,63,9,31,43,61,61,50,21,47.5,179,182,361,361,0,0,0,361,357,4,4,0,293,62,171,39,21,267,51,150,44,14,8,21167,357,57,54,246
0600000US4203331752,4203331752,"Gulich township, Clearfield County, Pennsylvania",Gulich township, Clearfield County, Pennsylvania,15,1205,42,200,86,86,137,243,159,130,122,46.2,607,598,1205,1205,0,0,0,1205,1194,11,6,5,1025,281,600,78,66,877,104,457,179,117,20,26792,1205,96,111,998
0600000US4203335928,4203335928,"Houtzdale borough, Clearfield County, Pennsylvania",Houtzdale borough, Clearfield County, Pennsylvania,15,793,34,119,42,68,118,108,168,57,79,46.2,405,388,784,773,6,5,0,773,787,6,6,0,670,201,335,75,59,598,89,303,125,55,26,20463,793,148,124,521
0600000US4203336512,4203336512,"Huston township, Clearfield County, Pennsylvania",Huston township, Clearfield County, Pennsylvania,15,1313,75,246,133,125,129,230,160,105,110,42.9,638,675,1259,1259,0,0,18,1259,1313,0,0,0,1041,293,531,173,44,859,97,506,200,24,32,23030,1297,234,89,974
0600000US4203337192,4203337192,"Irvona borough, Clearfield County, Pennsylvania",Irvona borough, Clearfield County, Pennsylvania,15,654,46,89,65,75,101,94,94,49,41,40.9,314,340,650,648,0,0,15,639,650,4,2,2,530,141,310,49,30,454,68,267,87,25,7,23640,654,98,46,510
0600000US4203338432,4203338432,"Jordan township, Clearfield County, Pennsylvania",Jordan township, Clearfield County, Pennsylvania,15,466,5,73,35,44,64,103,58,44,40,45.8,251,215,466,463,0,3,0,463,463,3,3,0,411,109,225,52,25,353,53,216,55,21,8,18846,454,81,49,324
0600000US4203338784,4203338784,"Karthaus township, Clearfield County, Pennsylvania",Karthaus township, Clearfield County, Pennsylvania,15,694,23,45,125,169,76,110,57,49,40,34.1,378,316,665,554,83,0,52,542,694,0,0,0,649,301,229,61,58,501,82,304,88,22,5,12500,386,59,32,295
0600000US4203340296,4203340296,"Knox township, Clearfield County, Pennsylvania",Knox township, Clearfield County, Pennsylvania,15,554,20,79,49,58,65,98,78,78,29,45.9,271,283,550,540,1,9,1,540,545,9,0,9,474,101,272,80,21,406,53,247,69,31,6,18580,554,115,68,371
0600000US4203341952,4203341952,"Lawrence township, Clearfield County, Pennsylvania",Lawrence township, Clearfield County, Pennsylvania,15,7551,409,818,677,720,950,915,1134,901,1027,47.1,3612,3939,7483,7271,48,144,19,7252,7409,142,76,66,6578,1786,3206,895,691,5647,801,2656,1298,584,308,22477,7051,725,750,5576
0600000US4203346568,4203346568,"Mahaffey borough, Clearfield County, Pennsylvania",Mahaffey borough, Clearfield County, Pennsylvania,15,367,14,52,27,39,59,55,59,28,34,42.5,190,177,360,349,0,8,0,349,363,4,0,4,312,80,168,40,24,274,27,180,50,10,7,18750,367,62,67,238
0600000US4203351056,4203351056,"Morris township, Clearfield County, Pennsylvania",Morris township, Clearfield County, Pennsylvania,15,2903,93,485,192,391,388,414,450,314,176,42,1433,1470,2903,2903,0,0,0,2903,2804,99,0,99,2422,491,1491,243,197,2133,443,1162,291,145,92,21807,2903,478,526,1899
0600000US4203353336,4203353336,"Newburg borough, Clearfield County, Pennsylvania",Newburg borough, Clearfield County, Pennsylvania,15,93,13,13,3,22,4,3,22,5,8,31.5,47,46,93,93,0,0,0,93,93,0,0,0,67,9,48,5,5,64,17,34,11,2,0,20714,93,13,33,47
0600000US4203354344,4203354344,"New Washington borough, Clearfield County, Pennsylvania",New Washington borough, Clearfield County, Pennsylvania,15,44,0,6,0,3,5,8,12,4,6,54.5,25,19,44,44,0,0,0,44,44,0,0,0,42,11,22,5,4,38,7,25,3,3,0,18750,44,12,2,30
0600000US4203357232,4203357232,"Osceola Mills borough, Clearfield County, Pennsylvania",Osceola Mills borough, Clearfield County, Pennsylvania,15,1139,45,188,54,190,116,185,163,116,82,43.2,561,578,1135,1135,0,0,0,1135,1136,3,3,0,927,264,454,106,103,852,96,431,255,46,24,26944,1130,203,72,855
0600000US4203358816,4203358816,"Penn township, Clearfield County, Pennsylvania",Penn township, Clearfield County, Pennsylvania,15,1324,49,188,118,153,164,166,234,160,92,44.2,689,635,1312,1295,17,0,16,1290,1317,7,4,3,1143,321,647,120,55,969,123,500,225,80,41,22208,1318,205,219,894
0600000US4203360192,4203360192,"Pike township, Clearfield County, Pennsylvania",Pike township, Clearfield County, Pennsylvania,15,2320,86,276,180,139,332,399,350,264,294,49.4,1113,1207,2307,2270,7,0,69,2231,2297,23,23,0,2040,460,1118,269,193,1778,194,955,415,147,67,20895,2320,377,295,1648
0600000US4203360288,4203360288,"Pine township, Clearfield County, Pennsylvania",Pine township, Clearfield County, Pennsylvania,15,58,2,3,4,8,4,15,13,3,6,51.5,34,24,58,58,0,0,0,58,58,0,0,0,53,5,38,6,4,49,1,23,16,5,4,27083,58,1,4,53
0600000US4203363360,4203363360,"Ramey borough, Clearfield County, Pennsylvania",Ramey borough, Clearfield County, Pennsylvania,15,489,18,73,55,35,39,94,91,42,42,48.8,242,247,481,481,0,0,0,481,489,0,0,0,418,131,227,31,29,343,53,140,101,31,18,23333,489,66,71,352
0600000US4203367792,4203367792,"Sandy township, Clearfield County, Pennsylvania",Sandy township, Clearfield County, Pennsylvania,15,10615,301,1787,855,1131,1029,1807,1304,1190,1211,46.4,5052,5563,10550,10514,1,23,179,10335,10558,57,55,2,8969,2126,5081,1045,717,7672,491,3563,2175,878,565,21141,10172,798,1533,7841
0600000US4203377568,4203377568,"Troutville borough, Clearfield County, Pennsylvania",Troutville borough, Clearfield County, Pennsylvania,15,194,20,22,19,25,20,31,27,17,13,40.7,102,92,194,194,0,0,0,194,186,8,4,4,158,31,89,26,12,133,19,56,34,11,13,22232,194,42,4,148
0600000US4203378296,4203378296,"Union township, Clearfield County, Pennsylvania",Union township, Clearfield County, Pennsylvania,15,884,22,72,102,96,63,147,204,111,67,52.7,463,421,884,872,7,0,4,872,884,0,0,0,809,202,478,65,64,688,29,376,187,71,25,25710,884,47,72,765
0600000US4203380640,4203380640,"Wallaceton borough, Clearfield County, Pennsylvania",Wallaceton borough, Clearfield County, Pennsylvania,15,307,11,48,23,30,38,57,42,32,26,46.2,156,151,304,304,0,0,0,304,307,0,0,0,258,67,135,43,13,225,36,146,32,10,1,21172,306,34,32,240
0600000US4203383736,4203383736,"Westover borough, Clearfield County, Pennsylvania",Westover borough, Clearfield County, Pennsylvania,15,374,7,38,59,53,64,53,51,26,23,40.1,217,157,371,359,0,12,3,359,362,12,7,5,336,130,139,47,20,270,44,153,59,10,4,22500,372,36,57,279
0600000US4203386440,4203386440,"Woodward township, Clearfield County, Pennsylvania",Woodward township, Clearfield County, Pennsylvania,15,4107,60,221,571,889,785,710,439,227,205,38.6,3259,848,4032,2632,1214,25,305,2564,4052,55,46,9,3871,1980,954,754,183,3255,653,1800,625,152,25,13842,1682,294,214,1174
0600000US4203502032,4203502032,"Allison township, Clinton County, Pennsylvania",Allison township, Clinton County, Pennsylvania,12,287,7,67,22,48,32,33,34,18,26,34.8,167,120,280,279,1,0,0,279,285,2,0,2,232,70,121,21,20,191,15,72,41,41,22,31818,287,13,11,263
0600000US4203503632,4203503632,"Avis borough, Clinton County, Pennsylvania",Avis borough, Clinton County, Pennsylvania,12,1515,31,334,140,176,249,121,218,126,120,38.6,734,781,1500,1476,9,15,41,1435,1500,15,0,15,1203,357,605,149,92,1010,83,492,254,133,48,27844,1502,105,155,1242
0600000US4203503912,4203503912,"Bald Eagle township, Clinton County, Pennsylvania",Bald Eagle township, Clinton County, Pennsylvania,12,2173,99,381,205,259,205,388,317,194,125,43.3,1125,1048,2141,2113,22,6,11,2102,2143,30,6,24,1821,524,940,248,109,1488,162,751,338,156,81,23370,2128,389,124,1615
0600000US4203504984,4203504984,"Beech Creek borough, Clinton County, Pennsylvania",Beech Creek borough, Clinton County, Pennsylvania,12,743,16,81,89,101,99,109,110,81,57,43.7,366,377,743,743,0,0,0,743,743,0,0,0,657,191,355,53,58,557,62,309,129,35,22,22750,741,83,49,609
0600000US4203504992,4203504992,"Beech Creek township, Clinton County, Pennsylvania",Beech Creek township, Clinton County, Pennsylvania,12,821,55,91,63,126,86,122,130,74,74,43.6,381,440,821,815,6,0,0,815,813,8,3,5,689,149,464,46,30,612,108,257,164,74,9,23813,821,45,67,709
0600000US4203511640,4203511640,"Castanea township, Clinton County, Pennsylvania",Castanea township, Clinton County, Pennsylvania,12,1217,32,180,142,121,133,171,195,127,116,45,611,606,1212,1209,1,0,11,1200,1217,0,0,0,1076,281,611,116,68,863,54,425,255,73,56,27500,1217,81,72,1064
0600000US4203512640,4203512640,"Chapman township, Clinton County, Pennsylvania",Chapman township, Clinton County, Pennsylvania,12,888,42,152,40,74,138,122,114,123,83,44.9,486,402,886,864,13,9,2,864,879,9,9,0,737,140,430,82,85,654,69,356,161,36,32,27167,886,70,71,745
0600000US4203514960,4203514960,"Colebrook township, Clinton County, Pennsylvania",Colebrook township, Clinton County, Pennsylvania,12,215,11,47,17,12,39,18,44,21,6,37.7,96,119,215,215,0,0,0,215,215,0,0,0,171,45,101,13,12,140,25,81,26,7,1,20714,215,18,49,148
0600000US4203516976,4203516976,"Crawford township, Clinton County, Pennsylvania",Crawford township, Clinton County, Pennsylvania,12,866,41,120,118,95,76,123,138,86,69,42,391,475,866,852,8,6,8,844,840,26,12,14,737,204,425,70,38,587,78,298,168,36,7,25900,858,130,65,663
0600000US4203520408,4203520408,"Dunnstable township, Clinton County, Pennsylvania",Dunnstable township, Clinton County, Pennsylvania,12,1028,20,179,40,59,136,175,238,100,81,47.9,506,522,1028,1002,0,26,0,1002,1008,20,20,0,884,133,616,79,56,789,64,342,195,110,78,32546,1028,23,102,903
0600000US4203521328,4203521328,"East Keating township, Clinton County, Pennsylvania",East Keating township, Clinton County, Pennsylvania,12,5,0,0,0,0,2,0,1,0,2,59.5,4,1,5,5,0,0,0,5,5,0,0,0,5,1,1,1,2,5,2,0,2,0,1,-,5,0,2,3
0600000US4203526296,4203526296,"Flemington borough, Clinton County, Pennsylvania",Flemington borough, Clinton County, Pennsylvania,12,1320,52,181,183,154,175,152,143,102,178,41.5,609,711,1240,1238,2,0,22,1216,1274,46,22,24,1133,347,542,138,106,904,76,419,178,149,82,22078,1320,200,130,990
0600000US4203528296,4203528296,"Gallagher township, Clinton County, Pennsylvania",Gallagher township, Clinton County, Pennsylvania,12,433,13,73,21,58,53,94,54,43,24,44.5,216,217,432,427,0,5,0,427,428,5,5,0,369,82,226,42,19,326,17,150,109,35,15,40750,433,16,30,387
0600000US4203530928,4203530928,"Greene township, Clinton County, Pennsylvania",Greene township, Clinton County, Pennsylvania,12,1831,132,490,237,130,200,258,200,82,102,29.3,901,930,1816,1786,6,10,25,1777,1805,26,3,23,1328,387,789,95,57,972,217,386,221,109,39,26304,1831,360,228,1243
0600000US4203531680,4203531680,"Grugan township, Clinton County, Pennsylvania",Grugan township, Clinton County, Pennsylvania,12,52,1,4,2,2,9,2,16,7,9,57.5,25,27,49,49,0,0,0,49,52,0,0,0,47,8,28,10,1,45,8,16,13,5,3,16750,52,6,8,38
0600000US4203541112,4203541112,"Lamar township, Clinton County, Pennsylvania",Lamar township, Clinton County, Pennsylvania,12,2510,131,367,233,291,298,315,423,257,195,43.2,1316,1194,2495,2467,5,15,31,2449,2485,25,25,0,2134,478,1426,154,76,1779,153,792,465,234,135,32244,2510,229,61,2220
0600000US4203542544,4203542544,"Leidy township, Clinton County, Pennsylvania",Leidy township, Clinton County, Pennsylvania,12,120,0,0,9,4,6,4,52,24,21,62.3,63,57,116,115,0,0,0,115,120,0,0,0,120,13,79,16,12,111,10,59,35,7,0,25000,120,9,13,98
0600000US4203544128,4203544128,"Lock Haven city, Clinton County, Pennsylvania",Lock Haven city, Clinton County, Pennsylvania,12,9650,538,1177,3544,1118,759,720,698,489,607,23.4,4547,5103,9501,8944,433,106,120,8896,9524,126,63,63,8113,4700,2081,824,508,4391,645,1930,953,502,361,11917,7852,3276,592,3984
0600000US4203544336,4203544336,"Logan township, Clinton County, Pennsylvania",Logan township, Clinton County, Pennsylvania,12,826,67,204,70,110,76,100,92,53,54,31.2,405,421,824,820,0,0,10,814,826,0,0,0,589,149,364,37,39,485,106,196,101,44,38,27614,826,156,118,552
0600000US4203544400,4203544400,"Loganton borough, Clinton County, Pennsylvania",Loganton borough, Clinton County, Pennsylvania,12,569,45,139,32,66,71,56,63,56,41,35.5,271,298,564,564,0,0,11,553,566,3,0,3,412,103,254,36,19,353,49,170,101,25,8,26328,561,23,82,456
