"State","Congressional.District.Number","CD_Name","Under35","Over65","MedianAge","Male","WhiteNoHispanic","Black","Hispanic","ForeignBorn","NeverMarried","Married","LessThanHS","HSGrad","SomeCollORAssoc","Bachelors","GradProf","BachGrad","MedianIncome","Poverty","MedianEarnings_HS","MedianEarnings_Bach","MedianEarnings_HSBach_Diff","Urbanicity","LFPR","Religiosity","Evangelical","RomanCatholic","AvgGOPPres","Veteran","cluster"
"WI",2,"WI02",33.6519841975889,16.9150404474701,36.8,49.6048124275535,85.3251961785871,4.41079066425677,6.30353514375203,6.92946970183101,34.8530031307566,49.2328407279216,6.3884650221544,24.2694758831161,29.1075406572065,24.4875519180083,15.7469665195146,40.234518437523,31087,12.5731960379625,30501,49964,19463,76.70110234,82.9,46.845,7.484,21.347,29.75,6.83124186643762,"1"
"WI",3,"WI03",31.6461803561172,20.4708169487032,38.9,50.2568916045488,93.9595520785221,1.07504586604969,2.39561630672125,2.43480610347996,32.3555902536623,50.1503115225315,7.97622830992182,34.4950104875103,33.2430771838386,16.016864764084,8.26881925464522,24.2856840187292,25532,13.6774056616288,29125,42621,13496,50.08172276,79.4,55.717,13.239,23.595,46.55,9.14249015424137,"5"
"WI",4,"WI04",37.5039259163136,14.5526900284547,33,48.1566581855036,44.8166988762857,35.2062394633427,16.9000640276317,9.64953188232209,48.6553303744898,33.4638076395202,15.5327073622232,28.3301737404376,29.0173294377412,17.283493543279,9.83629591631911,27.1197894595981,23467,25.2040788160451,25888,44639,18751,100,75.4,46.376,12.271,21.014,22.8,5.9541881345124,"7"
"WI",5,"WI05",26.5112167286854,20.7335164248767,41.5,49.1177354273311,89.7526754408543,2.04497486143762,5.69335529740149,4.88334283363613,28.190075377523,54.7358737032576,6.14835809420618,27.5410351963575,30.5854374597914,23.9871412096744,11.7380280399706,35.725169249645,32969,7.61876653863181,32532,53260,20728,85.01302789,83.3,56.705,18.259,26.187,59.35,7.76438899158303,"1"
"WI",6,"WI06",26.4166957642825,21.3639171658027,42,50.2193485857117,91.3910105504297,1.59493947748609,4.33586397831205,3.68429107047211,28.238613297308,53.5269695388006,8.32392696613303,35.5352324080705,30.946543514057,17.3194483216209,7.87484879011866,25.1942971117396,28743,9.61251053359446,31283,47549,16266,64.64272896,80.5,57.412,17.399,26.218,54.4,8.75794980203873,"5"
"WI",7,"WI07",23.0718164485751,23.8642900297743,44.3,50.4088444423533,93.6720944347632,0.748617708111522,2.16661669121982,2.23634701946342,24.8958453533852,56.3192893199937,8.73350333824193,36.2601314544997,32.9693791628256,14.9215223819843,7.11546366244847,22.0369860444327,26745,11.3819991801158,29342,44795,15453,27.56159432,80.4,55.62,15.383,24.7,54.3,10.0887194857093,"5"
"WI",8,"WI08",26.7433903689004,20.1099894476398,40.6,49.9530756761368,89.5580758701604,1.30741716598774,4.94691829213637,3.79660438529136,28.1268177183486,54.802198027797,7.97128259871859,35.5071540780368,31.6475709291911,17.7431648581821,7.13082753587148,24.8739923940535,29170,10.2081125418163,31414,48047,16633,57.96927651,82.2,64.179,17.284,35.773,53.75,8.91701387575409,"5"
"WY",1,"WY01",31.2448641894706,18.1696815516057,37.3,51.0765325963168,86.7160499988415,1.14695046635523,9.84488096489993,3.59052526318713,27.1658618936584,53.1660721142399,7.60885852912453,29.176721042107,37.2046338829438,17.2460742723388,8.7637122734859,26.0097865458247,29780,11.4843416370107,31801,46225,14424,62.19698474,79.4,39.578,10.512,10.862,69.65,10.7266459482523,"5"
"FL",1,"FL01r",31.2448641894706,18.1696815516057,37.3,51.0765325963168,86.7160499988415,1.14695046635523,9.84488096489993,3.59052526318713,27.1658618936584,53.1660721142399,7.60885852912453,29.176721042107,37.2046338829438,17.2460742723388,8.7637122734859,26.0097865458247,30638.17,11.4843416370107,24958.08,44172.27,19214.19,54.84900786,72.9,48.778,29.13,5.411,68,17.2144760442578,"3"
"FL",2,"FL02r",30.7882275110816,18.5858159787004,38.9,50.123831156432,77.7585042846014,13.8838891568053,5.69143450680714,5.5477498069146,29.081587903782,49.0425145880018,11.5319093721093,28.2184579194763,35.2564344044435,16.0662338695163,8.92696443445467,24.9931983039709,25683.38737,15.4617546722373,26282.16,43131.1,16848.94,54.29086396,68.8,44.298,25.088,3.989,65.4,11.2600641463837,"3"
"FL",3,"FL03r",35.4511655714728,16.365257145312,36.7,50.4657814007624,67.613141653424,24.9743153848997,5.52718134446949,5.09770664497491,36.1453870028565,43.3979139200176,14.4313658479947,29.2759014263776,29.9068286922937,15.9515062293114,10.4343978040226,26.385904033334,24049.62599,19.9895483134638,26487.93,44570.42,18082.49,63.75639103,67,41.876,25.16,6.786,56.4,13.0916333516521,"3"
"FL",4,"FL04r",32.7919213163875,19.4569793531147,38.5,50.1901266551526,75.2741780560175,13.8031111629163,8.1298054010827,7.35146804835924,32.3223114053044,47.0832200864919,13.64606053233,30.7658217398483,31.7716525169666,14.0368790135472,9.77958619730794,23.8164652108551,23621.63812,18.64086330541,30838.79,48026.21,17187.42,54.96583557,77.4,53.483,30.323,8.541,64.1,13.519490886189,"3"
"FL",5,"FL05r",31.6983212574011,15.903293072139,37.7,48.9168048756693,73.9812731042523,13.8335534616718,7.91753672699905,9.76453776979449,29.2559776334275,49.8165676769644,9.65709240118423,27.8691113073287,32.9635900898561,20.0839349711733,9.42627123045759,29.5102062016309,31009.57293,11.8726752524535,23438.51,40198.97,16760.46,65.98592523,73.1,47.013,23.88,10.666,35.65,9.15940048254589,"3"
"FL",6,"FL06r",34.203842798805,14.8350715217576,34.9,48.172457476669,32.1811773645427,54.23082063519,12.1035693959103,12.6857678893144,40.2718681948529,35.7081186260927,19.4755713401234,34.5262475138172,30.0700553593824,11.0682478449302,4.85987794174678,15.928125786677,20455.96824,26.0074498481607,26157.68,45153.76,18996.08,55.81506872,69.6,35.599,14.993,12.101,54.55,13.2878734258068,"7"
"FL",7,"FL07r",22.4343571071307,26.7791873467575,46.2,48.629782280258,81.5167397427335,9.54092743691745,6.93995179883272,7.55649143230515,25.9690130094474,50.1183437895456,11.130653070148,29.9614669873196,32.1893153850959,17.2444015866075,9.47416297082891,26.7185645574364,24759.50971,15.7713078016252,27851.11,46943.9,19092.79,59.4491351,74.7,39.939,17.499,14.047,46.75,9.28209196856472,"5"
"FL",8,"FL08r",32.4173858727527,16.9568004241697,38,48.9950622535438,68.3519481248762,8.95298078031393,20.2539670342337,11.4578423370084,33.780939472162,46.2729321166182,8.90676473169468,25.1825340933658,32.4186115207857,21.9045193108335,11.5875703433204,33.4920896541538,27590.81407,12.4641205225441,25225.57,46614.68,21389.11,57.3708155,73.3,37.473,13.338,14.826,57.5,14.7181894389799,"5"
"FL",9,"FL09r",21.9727803164939,27.5210809910502,46.7,48.767360484831,78.8702876305984,10.036254964181,9.3804731620152,9.13502398903358,25.0526062544686,50.7568184821613,10.5628379212564,29.4832928007462,33.7032544303326,16.3017427379387,9.94887210972606,26.2506148476648,25640.17706,13.7801885385194,24309.92,41456.19,17146.27,66.00197222,75.9,39.865,17.411,13.341,42.65,7.17192567513415,"5"
"FL",10,"FL10r",35.0517023867689,14.0542619830673,34.6,49.2358210363202,39.2899487931449,11.5080819767908,47.0750804760977,20.612369752469,34.2295356152221,46.8901637426096,15.2593085106383,30.7326698695951,31.0213623884695,16.0625428963624,6.9241163349348,22.9866592312972,22834.59312,17.4709105512592,26264.67,45119.81,18855.14,58.89870679,77.1,40.488,19.601,10.442,36.65,10.1670843337204,"2"
"FL",11,"FL11r",27.0419718754032,22.0320092888577,40.6,48.9025959820097,67.5071548980846,12.4623330645091,16.4855257066827,13.4391860600568,29.2104889080705,51.0870998624748,11.7626257044977,29.5112468479691,30.7915490410794,18.7612895448015,9.17328886165222,27.9345784064538,26483.80699,13.5780199530685,24300.66,40015.84,15715.18,68.05769144,63.9,30.699,14.856,8.939,62,15.9849230873714,"5"
"FL",12,"FL12r",18.139431616341,36.6552728324177,51.7,48.6813077839561,81.3255932114303,8.67697644674675,9.06140315016732,6.437597998284,20.5050602154031,55.0583922006716,13.9506184346659,36.5513063092453,31.545480813146,11.6148275187115,6.33776692423127,17.9525944429428,22258.45561,15.9406563782221,27044.52,50137.35,23092.83,57.3612293,73.7,27.113,10.706,9.809,55.2,12.3629603934858,"5"
"FL",13,"FL13r",21.8698669772089,25.5155037505886,44.5,48.3907159285005,81.0934803838783,4.51167128035304,12.2814617920684,9.79016458440176,24.192002414262,52.9189764763778,10.4379936808847,31.1151263823065,32.0953791469194,17.6415876777251,8.7099131121643,26.3515007898894,26845.95057,12.0713096458511,27842.88,47644.52,19801.64,61.31135707,76.5,36.016,10.149,12.323,45.15,12.3555434864807,"5"
"FL",14,"FL14r",22.1052068301238,26.9821651741019,47.4,48.1219598248628,81.848380695911,5.86451468121796,8.95518862353247,12.2214317525869,27.7495916530551,44.6476549218307,11.2066638095256,30.6855061765222,30.9362297443488,17.8144003685334,9.35719990106992,27.1716002696034,27044.51225,13.3284862542627,25805.82,46442.86,20637.04,60.58756838,75.9,39.273,17.153,10.877,40.1,8.71687025999503,"5"
"FL",15,"FL15r",34.1116358343796,15.2072434827008,35.9,48.8287838091074,42.7702381750308,27.5980545007883,28.5585645969267,17.2242602172642,38.2926318811802,38.2182571049532,16.002163644483,30.1876626140264,28.2506556974923,16.7326033129758,8.82691473102251,25.5595180439983,24322.26249,21.7160469220748,29213.26,48637.33,19424.07,54.52114021,74.8,40.132,20.873,9.362,52.65,10.2149552237712,"3"
"FL",16,"FL16r",30.6453383342543,17.7953157296452,37.8,48.4843674245187,65.9692743225328,13.5602323038961,17.9735354834343,11.3227299835672,30.9344678993395,48.8894326231147,13.0422078554531,30.9638264761711,29.6193046666508,17.1424366319426,9.23222436978246,26.374661001725,26751.29941,14.9124955176365,26014.67,44436.67,18422,59.66217983,74.2,40.9,13.45,18.061,53.7,13.4189743702459,"5"
"FL",17,"FL17r",18.9867650547932,34.472235498812,50.3,47.9624893678965,80.4677911776937,6.70026386065375,11.3358651977796,12.4108758569904,22.7590726957662,52.7150643078568,9.97866912509821,30.8937505948571,30.101540936431,17.3700132314876,11.6560261121261,29.0260393436137,26680.31103,13.4448613520831,25539.36,42220.6,16681.24,61.90790219,68.2,38.977,18.423,12.007,59.9,13.6459971285978,"5"
"FL",18,"FL18r",21.4800354673316,31.7069803743892,47,49.9070057574693,72.2037899479422,9.45867474379625,17.4622697667904,11.7023610643073,24.0169121695567,52.7230768185001,17.7005317354621,35.1460176387202,28.9664209153182,11.8699656234096,6.31706408708996,18.1870297104996,22487.8818,17.0349080097843,27426.21,48289.59,20863.38,56.59292924,75.6,34.55,10.706,15.565,52.35,11.4247009544158,"5"
"FL",19,"FL19r",21.3204973984353,28.6627903859181,46.3,48.5119547161949,71.7599138370439,12.4859460713267,14.4039287471357,13.9457219421567,25.2020341927695,51.3914111100851,11.1909401829808,28.4927175537868,31.3632379297661,18.2657916774279,10.6873126560384,28.9531043334664,27636.08202,13.2941660095704,24757.46,43350.24,18592.78,60.81030966,72.9,36.98,13.646,15.904,60.05,12.1804407295345,"5"
"FL",20,"FL20r",21.1036545033624,33.0316048395987,48.5,48.8465876323512,73.5755211789347,7.7034372133011,17.7997103439521,16.0980570967531,24.2695056862742,53.0223720360327,11.7046406496457,29.9387561036354,29.3372602884463,17.9507256439477,11.068617314325,29.0193429582726,26802.74026,14.063324310066,23807.86,40249.39,16441.53,66.339052,77.1,36.479,12.174,15.761,17.6,5.63646018918091,"5"
"FL",21,"FL21r",31.8496183333118,17.5019457698686,36.8,48.4471749912699,25.5349604049618,53.8118735856328,19.9804994798895,32.0882153371812,39.9568106370431,36.1037174701673,20.8128330846301,33.5902792581539,27.8202941803453,12.2477083777446,5.52888509912599,17.7765934768706,21200.83174,23.7125495761016,27654.61,48097.2,20442.59,56.124455,80.2,36.665,11.581,15.958,39,8.86463428165834,"7"
"FL",22,"FL22r",22.7022513385466,27.9238372384727,43.6,47.662332882212,63.1425484084035,12.4934818128093,21.2003314136065,24.9035940587892,26.2041113631761,51.6735280152351,9.34474745267841,26.8083500506485,29.9010864599678,21.4149800385326,12.5308359981727,33.9458160367053,28300.6978,10.4616897968815,27986.91,49402.77,21415.86,50.66362459,79.8,36.667,11.652,15.963,42,8.4054695749847,"1"
"FL",23,"FL23r",24.773373713397,25.1055543050468,45.2,50.2345031040335,66.0298368026158,11.288792222579,21.269231892097,24.402500411723,32.3651671133351,43.2333850875371,11.5095756665415,24.1791212917762,28.7530980097634,22.4301539616973,13.1280510702216,35.5582050319189,29506.47131,14.2867918507075,26902.54,47889.38,20986.84,49.88117941,79.3,37.447,12.226,17.444,36.9,5.52204419310923,"1"
"FL",24,"FL24r",26.4479506215684,19.9225894638807,41.2,48.764450130773,47.830772985033,11.5575904062471,38.5917309658827,37.4198944758325,30.4261501046857,46.3461492929067,10.5989768674528,24.3599523429421,28.9815466524062,21.3739152317777,14.6856089054212,36.0595241371988,28640.2074,12.5919236778872,23062.99,42326.57,19263.58,62.30762171,74.1,39.19,11.217,20.736,14.65,3.33968214660296,"2"
"FL",25,"FL25r",34.3562388714132,14.511771153951,35.3,47.4815006483266,12.5716784272042,56.7623949391166,32.1890794097599,40.0726530506042,43.8617240081414,34.2106248963144,21.6914898732683,31.51308628159,26.5747472142198,12.8792879593969,7.34138867152493,20.2206766309218,20818.11182,24.7706408510325,23796.54,41917.1,18120.56,64.8196299,75.7,37.857,11.327,19.1,52.1,3.47709927063203,"7"
"FL",26,"FL26r",28.4697775174148,19.2633309791168,39.4,48.6314458520473,20.0453030770036,7.5748896500788,72.0586439317721,52.7456380158868,31.9997157475839,47.5767481523593,20.4009853138349,29.8888923534242,25.2878509141176,16.0678910334362,8.35438038518703,24.4222714186233,22454.95965,16.6681442101852,25049.64,42016.89,16967.25,62.03916212,75.5,39.088,10.486,21.437,42.2,4.13481338536875,"2"
"FL",27,"FL27r",29.3096633776764,17.682904335881,39.5,49.2395583602395,20.2632416187073,10.4528255793474,68.9409261605413,47.0729259823742,32.5608176191162,45.6984945819008,18.3406271984906,28.0967345926758,26.839475164238,18.0035841065637,8.71957893803205,26.7231630445957,23353.11688,15.3695180598437,21016.68,43338.92,22322.24,59.4730093,76.5,39.758,10.888,21.809,42.6,2.97940228340005,"2"
"NC",1,"NC01r",28.2838584716241,20.4252307604986,40.3,48.858237635117,18.1350111939167,8.0994591411213,74.5444126405374,54.5463470576267,34.0949355800345,43.2261790509839,23.2760059774378,26.1730118281668,21.7977365381947,17.2372250368562,11.5160206193446,28.7532456562008,20633.95358,20.1204490645931,24196.75,41345.08,17148.33,59.79681487,69.5,42.486,25.977,2.16,30.85,8.55792446690506,"2"
"NC",2,"NC02r",31.9818078862454,18.3846409664111,37.3,47.2644508026987,36.4982521317725,53.8970196496286,8.00643306676087,6.23371779742157,38.147985869595,38.1503820138566,21.8055857525526,30.8917741972935,28.9248766731189,11.7382704895713,6.63949288746383,18.3777633770351,20074.27713,26.7406086553399,27483.82,49868.83,22385.01,50.76860129,74.9,42.499,23.084,4.216,54.6,12.0538121276909,"7"
"NC",3,"NC03r",30.6065539039314,16.6717670044961,36.2,48.976689577641,68.7444801466659,16.55265364551,11.2203881232987,8.75923527040926,26.3824108112373,54.4232857419774,13.5794485678746,26.2352442068324,32.215407807699,18.2073925185142,9.76250689907985,27.9698994175941,27394.31003,14.7692931555521,27178.26,41972.65,14794.39,55.5930669,73.3,39.706,21.189,3.801,59.5,13.7437406337951,"3"
"NC",4,"NC04r",36.5586198827189,17.0276064752361,35.2,50.6222171325115,72.5286925086367,19.3763171217812,6.85984220340614,4.4757643427593,30.7630563128175,49.9142929664193,12.8943796511801,29.2627041838814,36.2512286136133,14.4946621791244,7.09702537220078,21.5916875513252,24262.59111,17.1857367410075,25084.62,45190.79,20106.17,48.19548753,75.8,44.884,20.214,7.415,31.2,9.18596186665606,"3"
"NC",5,"NC05r",41.0575286824784,12.4915742226077,32.6,48.1483705278556,50.1561903903845,33.2722837020008,11.7068885663566,13.2321434907084,39.8524440825806,41.9263021259131,11.5940109218634,19.2861049626965,27.8911317545914,24.1135600317913,17.1151923290575,41.2287523608488,27501.30699,18.1118180696302,26547.6,43697.98,17150.38,56.39289323,74.4,51.809,31.403,3.198,56.95,9.04950905106214,"3"
"NC",6,"NC06r",27.971689437502,19.5985924535242,40.2,48.5351755674788,77.1205192915823,13.028238423246,8.43612830144676,6.60142996877315,28.5494281545786,51.8890583490755,15.5939738108231,29.2552415332922,29.265635650222,17.0853297033879,8.79981930227491,25.8851490056628,24434.40354,17.5043300841354,28237.94,47179.5,18941.56,54.91918763,74.8,44.748,24.84,2.92,56,8.69208049207402,"3"
"NC",7,"NC07r",25.5659607445101,19.7853086809223,41.5,48.5687092561398,76.0604425404919,15.6495632135807,6.24344407399352,6.11560102855011,26.9507108170074,53.308992593414,14.0740697665403,28.3192993882441,29.3964628255526,18.6414986082358,9.5686694114272,28.210168019663,27070.23267,14.0032740944216,26915.91,43895.51,16979.6,55.42139136,73.6,43.272,25.7,3.796,56.75,10.7991499327753,"3"
"NC",8,"NC08r",26.1182164692999,19.9687278445026,40.5,48.9889152530368,70.7861825825358,17.697171232991,9.49502588541464,6.4103018134962,26.5035938520981,52.5402626745746,16.7067666221838,27.9945443127404,32.4183609388492,15.6515425072612,7.22878561896538,22.8803281262265,24571.2362,18.0402112075931,27551.72,45152.73,17601.01,60.37403167,72.3,49.315,30.156,3.369,55.4,9.00523654586259,"3"
"NC",9,"NC09r",28.1390152812434,17.9725397886756,38.5,49.0157082042438,64.3678643855109,19.0156073185215,8.56413790012661,5.9887442658104,29.6062911184211,49.089569627193,20.401826672302,32.746296659004,30.3722411784717,11.434432566722,5.04520292350037,16.4796354902224,22717.30798,20.0535310152551,30565.13,57522.2,26957.07,48.29670174,81.5,51.037,24.312,8.297,54.9,7.61706902294921,"3"
"NC",10,"NC10r",27.4749743938682,14.4503187040867,37.7,48.593973072552,75.6312439230636,12.8329747998226,7.78137076404822,10.1321027648695,27.3533170101733,56.6676251844012,6.8654530403012,17.7835133607686,28.5590906558199,32.0312189064627,14.7607240366476,46.7919429431103,36602.2221,8.09023144839356,26312,42008.66,15696.66,59.16504637,74.8,58.447,39.503,2.733,59.75,9.46067788038123,"3"
"NC",11,"NC11r",25.9766075081842,19.7279378264227,41,48.5321129993951,81.173290093594,11.8446067183651,5.66467750751379,4.76296777056179,26.8012888358945,50.6779116035423,16.4537788573573,28.9819697059462,32.1097221399372,15.0149100460138,7.4396192507455,22.4545292967593,23486.86309,17.3906994979196,25391.21,41355.36,15964.15,62.7778342,70.4,54.822,40.865,2.856,61.4,10.6533413647123,"3"
"NC",12,"NC12r",23.8912756845523,24.5058992276322,44.1,49.0291055524206,89.1862842651955,3.13755620772612,5.54554907583512,4.57294511285112,24.0052920742715,53.581437332586,16.6454705443812,30.4413814405863,31.4702354962276,13.7905721427659,7.65234037603891,21.4429125188048,22211.13002,17.8278633727272,23966.3,42036.44,18070.14,61.91486127,76.1,50.133,23.351,6.217,29.85,6.9083230998931,"5"
"NC",13,"NC13r",39.6453844576436,11.9278465119458,32.1,48.0155600900762,29.6502898755852,51.5431816100375,14.8076608192003,14.2573186891803,44.7388426222507,34.950758061072,19.5785870092099,27.7978065923412,29.9550758257738,16.0863600166193,6.58217055605567,22.668530572675,21634.99251,26.2332092922938,30293.52,54095.21,23801.69,47.90389741,79.1,44.483,21.898,7.491,53.15,9.48557399344714,"7"
"AL",1,"AL01o",29.2161054266545,18.4804887031433,37.8,48.3536799738141,67.8731243855152,27.914534155403,1.9011127344231,2.72209560294349,26.3714104829489,52.1953339821788,17.3168976557981,33.9237485368664,28.3408406698761,13.4494427567486,6.96907038071078,20.4185131374594,24333.08,17.493257115253,27971.94,46189.77,18217.83,64.42924603,69.8,57.95,35.638,6.918,62.5,12.5084519278421,"3"
"AL",2,"AL02o",30.2778868615059,18.150902605999,37.4,48.7483363768609,65.5725537478665,31.0380032256549,2.22413604121322,2.27459840911201,27.8699165198744,49.5699624722371,20.0025647302953,33.1402790892876,27.6473262686672,12.3587358211217,6.85109409062824,19.20982991175,23152.66867,17.1958667770824,26784.79,46539.85,19755.06,50.01810168,70.6,61.001,41.719,1.979,65,13.7003667315616,"3"
"AL",3,"AL03o",32.9133653461385,17.4319727891156,36.6,48.14191632131,64.7544016260393,32.4430106917437,1.76474385315266,2.21987232818344,30.2237807112304,47.9671400988379,22.2909934045339,32.4516152284386,25.9974290897296,11.3480459880585,7.91191628923942,19.2599622772979,21959.91463,18.8571687687454,26637.8,48196.02,21558.22,53.34141351,70.2,57.817,38.513,2.077,57,11.5573915633074,"3"
"AL",4,"AL04o",26.8284020546374,20.0371799268984,39.7,49.0403187998125,88.9735820621442,5.14174629408003,5.23973708706142,3.35833724019378,20.09602524752,56.6966545111661,25.6058253394116,34.0450526716071,27.4057592452591,8.05126371114139,4.8920990325808,12.9433627437222,22082.21961,16.7233916790604,27050.72,46107.86,19057.14,26.58507792,70.4,67.213,54.399,4.467,73.5,10.7756843227871,"3"
"AL",5,"AL05o",29.0092684624273,17.6717914605566,38.5,48.6686542003096,77.0864694105639,17.8446706626727,3.1607115273365,3.72684817627217,24.7720190362056,54.008585598269,17.0949264217554,29.0446188262435,27.4089884302143,17.342881610682,9.1085847111049,26.4514663217868,26458.26922,13.7192327485665,27473.74,54600.76,27127.02,59.44152369,74.1,55.312,39.704,3.607,60.5,12.2701978745302,"3"
"AL",6,"AL06o",29.3061320833003,16.4819216676287,37.9,48.7271173926204,84.5026694935809,11.0614910926518,2.78862918437055,3.78385183131583,23.7105846795352,57.9992024235131,12.1364447222142,27.345027255005,27.1175917916286,21.1825402409698,12.2183959901824,33.4009362311522,33649.57743,8.17056039419939,33865.02,56016.81,22151.79,62.02062018,75.5,63.622,41.803,4.601,77,10.796297356759,"3"
"AL",7,"AL07o",34.6502930674684,16.6987717631338,34.9,47.0014099511736,33.8540649612706,63.0804613815745,2.30607336641314,2.58281185021713,38.9615906325223,36.932873386784,20.7946275754844,33.8747566600034,28.3915389539973,10.9052901135369,6.03378669697801,16.9390768105149,19559.81973,25.8780295798675,24611.35,42729.32,18117.97,72.27561782,69.3,67.067,40.889,4.62,31,9.29605905981978,"7"
"AK",1,"AK01o",35.6022377029343,9.52763827136048,33.3,52.076887934511,70.9825193774833,3.96512854719383,6.1339315205993,6.69770874907551,33.2711522148739,49.4623272503434,9.26745223811501,28.5275546583051,35.6864682215827,17.0577819776737,9.46074290432351,26.5185248819972,31635.47254,9.513196319777,34582.02,53054.56,18472.54,66.59296029,78.2,34.02,13.864,7.467,60,14.9986448378667,"1"
"AZ",1,"AZ01o",28.3856079076462,20.2156096701231,38.5,50.5780902271974,59.143300264115,1.4686567335014,18.8591835041162,6.5297317471945,30.553763617528,49.4302213567113,17.6414540094214,29.3833384962133,34.0927395665317,11.409252593012,7.47321533482167,18.8824679278336,23358.00638,18.975953055111,28158.2,43013.21,14855.01,55.40479224,65.4,33.751,8.91,11.037,54,13.1471394653083,"5"
"AZ",2,"AZ02o",27.2227142688013,23.1286369610404,38.9,48.9146688752992,72.8346525709063,3.41018919654867,20.617971159476,9.71817243218099,23.7348489258479,55.2439718708604,13.0517178037513,29.2178744017568,36.4066009146326,14.2148738348907,7.10893304496861,21.3238068798593,30714.25799,10.0807700143768,33192.9,49530.15,16337.25,88.97009179,74.5,35.984,11.832,13.456,61,15.2309603583933,"1"
"AZ",3,"AZ03o",31.6449458882693,14.2074542668014,36.5,50.2098884156859,72.5406162068917,3.21154362795696,20.2170439602392,14.9676459609143,30.9767949448404,48.0410568189056,11.568577047682,23.1465387094932,32.9165340579888,20.744689532483,11.6236606523531,32.3683501848361,34294.76423,11.1096332304728,31203.48,57762.74,26559.26,96.4614106,81,39.205,13.198,14.363,57.5,10.4077107315295,"1"
"AZ",4,"AZ04o",44.8322061758366,8.58006151040438,28.4,52.5852251054415,22.7156633076071,7.73775408568106,66.9154429562692,32.631570343407,41.7209404082732,39.8519790048038,36.2581542845434,28.1062522932064,22.984241800447,8.17525100186316,4.47610061994006,12.6513516218032,24335.32413,27.1569007532122,27782.31,46758.66,18976.35,99.5906937,70.5,39.205,13.198,14.363,35.5,6.1775435914164,"2"
"AZ",5,"AZ05o",34.970866403861,14.9237141833224,36.1,50.3337415843312,72.7964873415857,3.40233548774812,17.4270454665968,13.5494611231086,35.3342071227709,46.3893772169806,8.10035689554147,18.1411601768497,31.4809566931231,26.2807223139615,15.9968039205242,42.2775262344857,35423.56062,10.1907755281047,33141.29,56428.6,23287.31,97.21032419,79.5,39.205,13.198,14.363,53,9.7452104071245,"1"
"AZ",6,"AZ06o",31.8007894708972,17.9084921832093,34.7,49.8270158171075,73.0025271173924,2.87230943299074,20.9465059609708,11.5978954414032,25.6706251259499,56.2103123843226,11.2746097093711,25.1227937879591,35.6480726640308,18.7624831859129,9.19204065272626,27.9545238386391,34015.37029,8.53671193551949,34350.87,59048.62,24697.75,96.73880333,78.8,36.971,12.144,13.99,62.5,11.8646635678834,"1"
"AZ",7,"AZ07o",36.3838145011277,15.9367951976342,31.9,50.0242222344249,35.0767987876781,3.91031527395164,55.9849613873459,21.5673066949768,33.5734534146801,47.5250799778842,26.2450752194109,29.2596958979475,29.1371683645194,10.1050955734913,5.25296494463086,15.3580605181222,23343.41955,21.0753237068928,27647.66,45260.7,17613.04,83.71849706,72.3,38.299,9.733,20.316,42.5,10.5675899977147,"2"
"AZ",8,"AZ08o",26.7828169405293,22.7116295927458,41.6,48.7135506003431,72.8094585408181,3.57334320785688,21.1541862637272,9.89614601200686,26.4531628658924,51.656862207278,9.01950618638824,22.2397771802785,35.2133116618953,20.2129048493942,13.3145001220438,33.527404971438,30049.9961,10.8070764144193,28874.08,47660.8,18786.72,87.2430531,72.8,40.595,9.745,21.704,52.5,16.5837844534764,"1"
"AR",1,"AR01o",28.1870725667062,20.4276203112758,39,48.5761914720436,80.2432185309357,16.8189576348674,2.2429137458092,1.37784524742688,22.7341517670163,53.4202027159092,21.95495133385,38.3977366853722,26.1806787723206,9.24090576998665,4.22572743847058,13.4666332084572,20874.87874,20.3134057632253,26092.48,42677.71,16585.23,44.64285714,71.2,55.007,43.435,1.761,55.5,11.9605775950912,"3"
"AR",2,"AR02o",32.3222153459631,16.6383713734147,36.2,48.4518281431115,73.5393516524536,20.8898268584719,3.9724926063112,3.83672155496289,27.4970696914109,51.1070346678721,13.8383213732033,32.1323816763078,28.2881768639122,16.4878015262586,9.25331856031814,25.7411200865767,25934.26533,14.8766485737718,27812.6,49276.57,21463.97,66.19603698,75.9,53.778,36.121,5.137,52.5,12.1983462457246,"3"
"AR",3,"AR03o",32.6477180721865,16.9376571355521,35.6,49.4705897488679,83.9070135522801,2.57921983710885,10.5027203482046,7.41007101687937,24.4861877382573,55.2146555774606,18.7316925982746,33.0474684598369,27.05704170022,14.2313291443059,6.93246809736256,21.1637972416685,24159.16008,15.6719379535282,27599.41,46767.63,19168.22,54.38613702,75.5,53.751,37.199,6.991,63,11.306585837071,"3"
"AR",4,"AR04o",27.6311928766325,20.9685049271555,39.8,49.0700067154202,70.227149895188,24.4786736520492,4.24871210914192,2.7953706727126,25.1098935320885,51.3290086839011,20.3208324892969,38.5568000509836,26.3598850137815,10.1024906852514,4.65999176068664,14.762482445938,20727.88835,19.9447477555776,25302.55,43251.08,17948.53,44.88176685,70.2,60.967,43.201,2.426,54.5,11.8103593049014,"3"
"CA",1,"CA01o",32.1750380344264,16.8501045235358,37.4,49.6475952027237,69.1142609002037,1.80606337834455,22.0938714074221,14.4985373976512,33.2420247469066,47.1447469066367,14.9543936990445,24.3936068174272,32.3352823993802,17.3430755893312,10.9736414948168,28.316717084148,27247.08022,15.1944062875726,31239.39,51833.75,20594.36,75.97619729,71.9,34.416,7.258,19.491,35,10.078242209013,"1"
